Org Code,Org Name,Churn Enrollment,% Churn,% Intake,Stability Enrollment,% Stability,Source,Year
01810050,Methuen - Comprehensive Grammar School,1221,11.3,8.0,1166,92.9,student_mobility_2015,2015
01810060,Methuen - Donald P Timony Grammar,1451,12.1,7.6,1373,92.9,student_mobility_2015,2015
01810030,Methuen - Marsh Grammar School,1383,9.8,7.4,1306,95.6,student_mobility_2015,2015
01810505,Methuen - Methuen High,1900,9.9,7.5,1802,95.0,student_mobility_2015,2015
01810055,Methuen - Tenney Grammar School,1416,13.1,9.5,1319,93.3,student_mobility_2015,2015
01820008,Middleborough - Henry B. Burkland Elementary School,670,7.5,3.3,653,94.9,student_mobility_2015,2015
01820305,Middleborough - John T. Nichols Middle,821,6.0,3.0,805,95.9,student_mobility_2015,2015
01820010,Middleborough - Mary K. Goode Elementary School,639,7.0,2.7,624,95.2,student_mobility_2015,2015
01820011,Middleborough - Memorial Early Childhood Center,279,12.9,7.2,262,92.7,student_mobility_2015,2015
01820505,Middleborough - Middleborough High,816,10.4,5.8,787,92.9,student_mobility_2015,2015
01840003,Middleton - Fuller Meadow,264,4.2,3.0,256,98.8,student_mobility_2015,2015
01840005,Middleton - Howe-Manning,514,4.7,2.7,500,98.0,student_mobility_2015,2015
01850065,Milford - Brookside,546,11.4,6.6,524,92.4,student_mobility_2015,2015
01850010,Milford - Memorial,501,15.4,11.0,475,89.3,student_mobility_2015,2015
01850505,Milford - Milford High,1169,11.5,6.2,1131,91.5,student_mobility_2015,2015
01850310,Milford - Milford Middle East,329,25.5,3.6,320,76.6,student_mobility_2015,2015
01850075,Milford - Shining Star Early Childhood Center,173,30.1,25.4,141,85.8,student_mobility_2015,2015
01850305,Milford - Stacy Middle,956,7.2,5.5,920,96.4,student_mobility_2015,2015
01850090,Milford - Woodland,696,7.6,3.9,681,94.4,student_mobility_2015,2015
01860017,Millbury - Elmwood Street,626,11.3,8.5,607,91.4,student_mobility_2015,2015
01860505,Millbury - Millbury Junior/Senior High,730,5.2,2.3,717,96.5,student_mobility_2015,2015
01860025,Millbury - Raymond E. Shaw Elementary,438,7.5,3.0,427,94.8,student_mobility_2015,2015
01870005,Millis - Clyde F Brown,579,6.9,2.9,565,95.4,student_mobility_2015,2015
01870505,Millis - Millis High School,401,3.0,0.5,399,97.5,student_mobility_2015,2015
01870020,Millis - Millis Middle,449,2.2,1.1,445,98.7,student_mobility_2015,2015
01890410,Milton - Charles S Pierce Middle,926,5.0,1.2,917,96.0,student_mobility_2015,2015
01890005,Milton - Collicot,674,4.5,3.4,654,98.5,student_mobility_2015,2015
01890007,Milton - Cunningham School,506,3.8,2.6,497,98.0,student_mobility_2015,2015
01890010,Milton - Glover,571,3.9,2.3,564,97.3,student_mobility_2015,2015
01890505,Milton - Milton High,1008,4.7,2.6,997,96.4,student_mobility_2015,2015
01890020,Milton - Tucker,410,10.5,7.3,384,95.6,student_mobility_2015,2015
08300605,Minuteman Regional Vocational Technical - Minuteman Regional High,710,11.7,4.8,686,91.4,student_mobility_2015,2015
07170005,Mohawk Trail - Buckland-Shelburne Regional,235,13.6,10.2,219,92.7,student_mobility_2015,2015
07170010,Mohawk Trail - Colrain Central,119,19.3,16.0,114,84.2,student_mobility_2015,2015
07170015,Mohawk Trail - Heath Elementary,56,21.4,17.9,55,80.0,student_mobility_2015,2015
07170505,Mohawk Trail - Mohawk Trail Regional High,473,9.9,6.1,457,93.2,student_mobility_2015,2015
07170020,Mohawk Trail - Sanderson Academy,126,1.6,0.8,125,99.2,student_mobility_2015,2015
07120001,Monomoy Regional School District - Chatham Elementary School,288,11.8,7.6,277,91.7,student_mobility_2015,2015
07120002,Monomoy Regional School District - Harwich Elementary School,634,8.7,6.3,603,96.0,student_mobility_2015,2015
07120515,Monomoy Regional School District - Monomoy Regional High School,649,9.1,5.5,627,94.1,student_mobility_2015,2015
07120315,Monomoy Regional School District - Monomoy Regional Middle School,447,6.3,4.5,433,96.8,student_mobility_2015,2015
01910310,Monson - Granite Valley Middle,404,3.7,1.7,399,97.5,student_mobility_2015,2015
01910505,Monson - Monson Innovation High School,337,5.6,3.0,335,94.9,student_mobility_2015,2015
01910025,Monson - Quarry Hill Community School,385,10.9,7.0,367,93.5,student_mobility_2015,2015
08320605,Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,1443,3.2,1.5,1440,97.0,student_mobility_2015,2015
07150505,Mount Greylock - Mt Greylock Regional High,560,38.4,35.5,553,62.4,student_mobility_2015,2015
04700105,Mystic Valley Regional Charter - Mystic Valley Regional Charter School,1515,4.6,3.6,1513,95.6,student_mobility_2015,2015
01960010,Nahant - Johnson,180,7.2,6.7,173,96.5,student_mobility_2015,2015
01970010,Nantucket - Cyrus Peirce,347,8.9,4.9,337,93.8,student_mobility_2015,2015
01970005,Nantucket - Nantucket Elementary,747,8.8,4.3,726,93.8,student_mobility_2015,2015
01970505,Nantucket - Nantucket High,517,11.4,7.7,493,92.9,student_mobility_2015,2015
07200005,Narragansett - Baldwinville Elementary,194,4.1,3.6,188,98.9,student_mobility_2015,2015
07200305,Narragansett - Narragansett Middle,461,4.1,1.7,455,97.1,student_mobility_2015,2015
07200505,Narragansett - Narragansett Regional High,401,10.0,4.5,391,92.3,student_mobility_2015,2015
07200003,Narragansett - Phillipston Memorial,179,14.0,10.1,163,94.5,student_mobility_2015,2015
07200020,Narragansett - Templeton Center,177,10.2,6.2,169,94.1,student_mobility_2015,2015
07250020,Nashoba - Center School,654,8.9,7.0,644,92.5,student_mobility_2015,2015
07250025,Nashoba - Florence Sawyer School,797,8.0,6.9,778,94.2,student_mobility_2015,2015
07250310,Nashoba - Hale,265,2.3,1.9,261,99.2,student_mobility_2015,2015
07250305,Nashoba - Luther Burbank Middle School,262,5.0,3.1,255,97.6,student_mobility_2015,2015
07250010,Nashoba - Mary Rowlandson Elementary,484,10.5,9.5,466,92.9,student_mobility_2015,2015
07250505,Nashoba - Nashoba Regional,1098,4.6,2.5,1087,96.3,student_mobility_2015,2015
08520605,Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,755,6.5,1.6,747,94.5,student_mobility_2015,2015
01980005,Natick - Bennett-Hemenway,638,5.3,3.6,623,97.0,student_mobility_2015,2015
01980010,Natick - Brown,509,11.2,5.9,484,93.4,student_mobility_2015,2015
01980305,Natick - J F Kennedy Middle School,665,2.0,0.8,661,98.6,student_mobility_2015,2015
01980031,Natick - Johnson,243,6.6,3.7,235,96.6,student_mobility_2015,2015
01980035,Natick - Lilja Elementary,421,5.2,4.0,406,98.3,student_mobility_2015,2015
01980043,Natick - Memorial,437,2.5,0.7,434,98.2,student_mobility_2015,2015
01980505,Natick - Natick High,1639,5.1,3.3,1607,96.8,student_mobility_2015,2015
01980310,Natick - Wilson Middle,937,3.2,1.9,930,97.5,student_mobility_2015,2015
06600505,Nauset - Nauset Regional High,984,5.5,3.3,961,96.8,student_mobility_2015,2015
06600305,Nauset - Nauset Regional Middle,580,6.7,3.3,563,96.1,student_mobility_2015,2015
01990005,Needham - Broadmeadow,581,0.9,0.2,580,99.3,student_mobility_2015,2015
01990410,Needham - High Rock School,449,0.9,0.7,447,99.6,student_mobility_2015,2015
01990035,Needham - Hillside Elementary,429,4.0,2.8,421,97.9,student_mobility_2015,2015
01990020,Needham - John Eliot,397,4.3,2.8,390,97.4,student_mobility_2015,2015
01990505,Needham - Needham High,1625,2.2,1.4,1614,98.5,student_mobility_2015,2015
01990050,Needham - Newman Elementary,751,6.1,4.5,720,97.9,student_mobility_2015,2015
01990405,Needham - Pollard Middle,868,1.3,0.7,862,99.4,student_mobility_2015,2015
01990040,Needham - William Mitchell,494,1.8,1.0,489,99.2,student_mobility_2015,2015
04440205,Neighborhood House Charter - Neighborhood House Charter School,405,6.4,5.4,399,95.0,student_mobility_2015,2015
02010095,New Bedford - Abraham Lincoln,818,13.7,7.8,769,91.8,student_mobility_2015,2015
02010063,New Bedford - Alfred J Gomes,812,32.8,26.7,667,81.9,student_mobility_2015,2015
02010140,New Bedford - Betsey B Winslow,332,9.3,6.0,321,93.8,student_mobility_2015,2015
02010105,New Bedford - Carlos Pacheco,457,22.5,17.7,405,87.4,student_mobility_2015,2015
02010123,New Bedford - Casimir Pulaski,767,23.1,19.7,666,88.6,student_mobility_2015,2015
02010010,New Bedford - Charles S Ashley,370,8.9,5.7,352,95.7,student_mobility_2015,2015
02010015,New Bedford - Elizabeth Carter Brooks,342,19.9,16.1,294,93.2,student_mobility_2015,2015
02010075,New Bedford - Ellen R Hathaway,386,21.2,16.8,346,87.9,student_mobility_2015,2015
02010020,New Bedford - Elwyn G Campbell,265,19.2,14.3,233,91.8,student_mobility_2015,2015
02010078,New Bedford - Hayden/McFadden,744,26.6,17.7,658,83.0,student_mobility_2015,2015
02010085,New Bedford - Horatio A Kempton,119,15.1,8.4,112,90.2,student_mobility_2015,2015
02010040,New Bedford - James B Congdon,416,22.4,16.6,355,91.0,student_mobility_2015,2015
02010130,New Bedford - Jireh Swift,261,10.7,4.2,252,92.5,student_mobility_2015,2015
02010115,New Bedford - John Avery Parker,317,36.9,27.4,264,75.8,student_mobility_2015,2015
02010050,New Bedford - John B Devalles,414,19.8,10.6,383,86.7,student_mobility_2015,2015
02010070,New Bedford - John Hannigan,250,22.8,11.2,228,84.6,student_mobility_2015,2015
02010405,New Bedford - Keith Middle School,964,18.6,10.9,881,89.1,student_mobility_2015,2015
02010505,New Bedford - New Bedford High,2352,22.7,13.6,2174,83.7,student_mobility_2015,2015
02010410,New Bedford - Normandin Middle School,1099,11.2,6.6,1053,92.7,student_mobility_2015,2015
02010124,New Bedford - Renaissance Community School for the Arts,215,9.3,5.1,211,92.4,student_mobility_2015,2015
02010415,New Bedford - Roosevelt Middle School,806,16.3,9.9,746,90.5,student_mobility_2015,2015
02010045,New Bedford - Sgt Wm H Carney Academy,838,18.7,14.2,773,88.1,student_mobility_2015,2015
02010125,New Bedford - Thomas R Rodman,168,21.4,16.7,151,87.4,student_mobility_2015,2015
02010510,New Bedford - Trinity Day Academy,82,61.0,51.2,44,72.7,student_mobility_2015,2015
02010515,New Bedford - Whaling City Junior/Senior High School,155,61.9,45.8,96,61.5,student_mobility_2015,2015
02010135,New Bedford - William H Taylor,232,12.1,6.5,222,91.9,student_mobility_2015,2015
04670505,New Liberty Charter School of Salem (District) - New Liberty Charter School of Salem,87,79.3,58.6,46,39.1,student_mobility_2015,2015
07280015,New Salem-Wendell - Swift River,163,10.4,8.6,151,96.7,student_mobility_2015,2015
02040030,Newburyport - Edward G. Molin Elementary School,349,4.3,1.7,343,97.4,student_mobility_2015,2015
02040005,Newburyport - Francis T Bresnahan Elementary,697,5.9,3.6,679,96.6,student_mobility_2015,2015
02040505,Newburyport - Newburyport High,797,3.5,1.5,788,97.6,student_mobility_2015,2015
02040305,Newburyport - Rupert A Nock Middle,562,4.4,3.2,554,96.9,student_mobility_2015,2015
02070005,Newton - A E Angier,411,3.9,2.9,401,98.5,student_mobility_2015,2015
02070305,Newton - Bigelow Middle,525,7.0,5.1,506,96.4,student_mobility_2015,2015
02070015,Newton - Bowen,484,5.6,3.5,475,96.2,student_mobility_2015,2015
02070020,Newton - C C Burr,430,5.3,1.6,427,95.3,student_mobility_2015,2015
02070025,Newton - Cabot,423,3.3,2.1,419,97.6,student_mobility_2015,2015
02070310,Newton - Charles E Brown Middle,748,2.7,1.7,740,98.4,student_mobility_2015,2015
02070040,Newton - Countryside,482,6.0,3.3,467,97.0,student_mobility_2015,2015
02070315,Newton - F A Day Middle,938,3.4,1.5,927,97.7,student_mobility_2015,2015
02070055,Newton - Franklin,426,5.4,3.3,413,97.6,student_mobility_2015,2015
02070075,Newton - Horace Mann,445,6.1,4.0,434,96.3,student_mobility_2015,2015
02070120,Newton - John Ward,309,4.5,3.2,304,97.0,student_mobility_2015,2015
02070070,Newton - Lincoln-Eliot,352,9.1,5.1,339,94.4,student_mobility_2015,2015
02070080,Newton - Mason-Rice,484,1.9,1.7,478,99.4,student_mobility_2015,2015
02070105,Newton - Memorial Spaulding,447,9.6,4.5,435,92.9,student_mobility_2015,2015
02070108,Newton - Newton Early Childhood Center,242,49.2,47.9,201,61.2,student_mobility_2015,2015
02070505,Newton - Newton North High,2065,6.9,4.7,2042,94.2,student_mobility_2015,2015
02070510,Newton - Newton South High,1839,3.8,2.7,1804,98.1,student_mobility_2015,2015
02070320,Newton - Oak Hill Middle,646,5.0,2.6,635,96.7,student_mobility_2015,2015
02070100,Newton - Peirce,314,5.1,2.5,306,97.4,student_mobility_2015,2015
02070115,Newton - Underwood,349,6.0,4.0,341,96.2,student_mobility_2015,2015
02070125,Newton - Williams,314,14.0,9.6,294,91.8,student_mobility_2015,2015
02070130,Newton - Zervas,314,4.1,2.9,309,97.4,student_mobility_2015,2015
02080005,Norfolk - Freeman-Kennedy School,498,1.6,1.2,494,99.2,student_mobility_2015,2015
02080015,Norfolk - H Olive Day,403,5.7,4.2,397,95.7,student_mobility_2015,2015
09150705,Norfolk County Agricultural - Norfolk County Agricultural,499,1.2,0.0,499,98.8,student_mobility_2015,2015
02090035,North Adams - Brayton,570,24.0,18.8,524,82.6,student_mobility_2015,2015
02090505,North Adams - Drury High,492,16.1,7.9,466,88.6,student_mobility_2015,2015
02090015,North Adams - Greylock,248,15.7,6.9,234,89.3,student_mobility_2015,2015
02090008,North Adams - J S Sullivan,318,22.0,15.7,285,87.0,student_mobility_2015,2015
02110018,North Andover - Annie L Sargent School,565,6.0,4.8,541,98.2,student_mobility_2015,2015
02110001,North Andover - Atkinson,590,18.6,11.4,541,88.7,student_mobility_2015,2015
02110010,North Andover - Franklin,509,2.4,1.0,506,98.2,student_mobility_2015,2015
02110015,North Andover - Kittredge,307,5.9,3.6,299,96.7,student_mobility_2015,2015
02110505,North Andover - North Andover High,1429,6.2,4.2,1417,94.6,student_mobility_2015,2015
02110305,North Andover - North Andover Middle,1213,4.5,1.4,1201,96.5,student_mobility_2015,2015
02110020,North Andover - Thomson,335,8.1,3.0,328,93.9,student_mobility_2015,2015
02120005,North Attleborough - Allen Avenue,199,0.0,0.0,199,100.0,student_mobility_2015,2015
02120007,North Attleborough - Amvet Boulevard,408,8.8,5.1,388,95.9,student_mobility_2015,2015
02120030,North Attleborough - Community,349,12.3,6.0,330,92.7,student_mobility_2015,2015
02120010,North Attleborough - Falls,257,6.2,3.5,248,97.2,student_mobility_2015,2015
02120013,North Attleborough - Joseph W Martin Jr Elementary,636,2.8,1.4,628,98.4,student_mobility_2015,2015
02120505,North Attleborough - North Attleboro High,1229,4.6,2.7,1210,96.9,student_mobility_2015,2015
02120020,North Attleborough - North Attleborough Early Learning Center,162,19.8,13.6,143,90.9,student_mobility_2015,2015
02120305,North Attleborough - North Attleborough Middle,1200,2.6,1.8,1184,98.7,student_mobility_2015,2015
02120015,North Attleborough - Roosevelt Avenue,294,5.1,2.4,292,95.5,student_mobility_2015,2015
02150015,North Brookfield - North Brookfield Elementary,369,15.7,10.0,347,89.6,student_mobility_2015,2015
02150505,North Brookfield - North Brookfield High,246,11.4,8.1,236,92.4,student_mobility_2015,2015
07350010,North Middlesex - Ashby Elementary,212,2.4,1.9,208,99.5,student_mobility_2015,2015
07350030,North Middlesex - Hawthorne Brook,553,4.2,2.9,541,98.0,student_mobility_2015,2015
07350310,North Middlesex - Nissitissit Middle School,567,5.1,2.8,553,97.3,student_mobility_2015,2015
07350505,North Middlesex - North Middlesex Regional,924,7.3,3.8,904,94.8,student_mobility_2015,2015
07350005,North Middlesex - Spaulding Memorial,484,9.9,6.4,456,95.6,student_mobility_2015,2015
07350002,North Middlesex - Squannacook Early Childhood Center,115,55.7,53.0,82,62.2,student_mobility_2015,2015
07350035,North Middlesex - Varnum Brook,601,7.2,5.0,580,96.2,student_mobility_2015,2015
02170003,North Reading - E Ethel Little School,345,7.2,4.9,331,96.7,student_mobility_2015,2015
02170010,North Reading - J Turner Hood,357,5.6,3.4,347,97.1,student_mobility_2015,2015
02170005,North Reading - L D Batchelder,451,1.8,0.9,448,98.9,student_mobility_2015,2015
02170505,North Reading - North Reading High,804,3.1,1.9,793,98.2,student_mobility_2015,2015
02170305,North Reading - North Reading Middle,641,1.6,0.5,638,98.9,student_mobility_2015,2015
02100005,Northampton - Bridge Street,333,16.8,8.1,311,89.1,student_mobility_2015,2015
02100020,Northampton - Jackson Street,332,9.9,6.0,316,94.6,student_mobility_2015,2015
02100410,Northampton - John F Kennedy Middle School,615,6.2,2.8,603,95.7,student_mobility_2015,2015
02100025,Northampton - Leeds,346,5.5,3.5,335,97.6,student_mobility_2015,2015
02100505,Northampton - Northampton High,923,5.5,2.2,908,96.0,student_mobility_2015,2015
02100029,Northampton - R. K. Finn Ryan Road,242,5.8,3.3,237,96.2,student_mobility_2015,2015
04060705,Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,435,4.8,1.8,434,95.4,student_mobility_2015,2015
07300505,Northboro-Southboro - Algonquin Regional High,1469,3.0,1.6,1455,97.9,student_mobility_2015,2015
02130015,Northborough - Fannie E Proctor,302,12.6,7.3,286,92.3,student_mobility_2015,2015
02130003,Northborough - Lincoln Street,298,10.7,5.4,285,93.3,student_mobility_2015,2015
02130014,Northborough - Marguerite E Peaslee,277,4.7,2.2,272,97.1,student_mobility_2015,2015
02130020,Northborough - Marion E Zeh,320,12.8,10.3,307,90.9,student_mobility_2015,2015
02130305,Northborough - Robert E. Melican Middle School,688,4.7,2.5,673,97.5,student_mobility_2015,2015
02140005,Northbridge - Northbridge Elementary,522,17.8,13.2,493,87.0,student_mobility_2015,2015
02140505,Northbridge - Northbridge High,667,7.3,3.7,660,93.6,student_mobility_2015,2015
02140305,Northbridge - Northbridge Middle,798,5.4,1.9,785,96.2,student_mobility_2015,2015
02140001,Northbridge - W Edward Balmer,587,7.0,3.1,575,95.0,student_mobility_2015,2015
08530605,Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,1289,6.5,3.2,1277,94.4,student_mobility_2015,2015
08510605,Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,516,5.8,3.5,505,96.2,student_mobility_2015,2015
02180060,Norton - Henri A. Yelle,397,6.0,4.0,387,96.4,student_mobility_2015,2015
02180015,Norton - J C Solmonese,462,5.2,3.0,450,97.3,student_mobility_2015,2015
02180010,Norton - L G Nourse Elementary,368,9.5,7.9,344,96.8,student_mobility_2015,2015
02180505,Norton - Norton High,747,3.9,2.5,737,97.4,student_mobility_2015,2015
