Org Code,Org Name,Churn Enrollment,% Churn,% Intake,Stability Enrollment,% Stability,Source,Year
01820305,Middleborough - John T. Nichols Middle,917,4.4,2.8,893,98.2,student_mobility_2011,2011
01820025,Middleborough - Mary K. Goode Elementary School,590,6.3,3.7,569,97.2,student_mobility_2011,2011
01820011,Middleborough - Memorial Early Childhood Center,360,21.4,16.9,332,85.2,student_mobility_2011,2011
01820505,Middleborough - Middleborough High,883,10.7,5.9,857,92.1,student_mobility_2011,2011
01840003,Middleton - Fuller Meadow,466,3.9,3.2,454,98.7,student_mobility_2011,2011
01840005,Middleton - Howe-Manning,365,1.1,0.3,364,99.2,student_mobility_2011,2011
01850065,Milford - Brookside,576,9.9,5.0,550,94.4,student_mobility_2011,2011
01850010,Milford - Memorial,472,9.8,5.1,453,94.0,student_mobility_2011,2011
01850505,Milford - Milford High,1191,10.8,6.4,1149,92.5,student_mobility_2011,2011
01850310,Milford - Milford Middle East,319,8.5,4.4,311,93.9,student_mobility_2011,2011
01850075,Milford - Shining Star ECC,188,41.0,38.3,155,71.6,student_mobility_2011,2011
01850305,Milford - Stacy Middle,988,6.3,3.7,963,96.2,student_mobility_2011,2011
01850090,Milford - Woodland,647,6.5,2.3,636,95.1,student_mobility_2011,2011
01860017,Millbury - Elmwood Street,687,11.4,7.7,656,92.8,student_mobility_2011,2011
01860505,Millbury - Millbury Jr/Sr High,855,9.8,4.1,831,92.8,student_mobility_2011,2011
01860025,Millbury - Raymond E. Shaw Elementary,392,10.0,3.8,379,93.1,student_mobility_2011,2011
01870005,Millis - Clyde F Brown,656,7.6,6.9,638,95.0,student_mobility_2011,2011
01870505,Millis - Millis High School,388,4.4,3.4,381,97.4,student_mobility_2011,2011
01870020,Millis - Millis Middle,449,1.8,1.1,446,98.9,student_mobility_2011,2011
01890410,Milton - Charles S Pierce Middle,858,4.0,1.8,847,97.3,student_mobility_2011,2011
01890005,Milton - Collicot,666,7.2,5.4,645,95.8,student_mobility_2011,2011
01890007,Milton - Cunningham School,487,4.7,2.3,477,97.3,student_mobility_2011,2011
01890010,Milton - Glover,551,3.3,1.5,546,97.6,student_mobility_2011,2011
01890505,Milton - Milton High,1078,5.9,3.3,1056,96.0,student_mobility_2011,2011
01890020,Milton - Tucker,382,10.5,6.3,370,92.4,student_mobility_2011,2011
08300605,Minuteman Regional Vocational Technical - Minuteman Regional High,640,12.2,5.8,620,90.7,student_mobility_2011,2011
07170005,Mohawk Trail - Buckland-Shelburne Reg,206,13.6,11.2,197,90.4,student_mobility_2011,2011
07170010,Mohawk Trail - Colrain Central,117,16.2,12.8,109,89.9,student_mobility_2011,2011
07170015,Mohawk Trail - Heath Elementary,89,11.2,7.9,83,95.2,student_mobility_2011,2011
07170505,Mohawk Trail - Mohawk Trail Reg High,594,12.1,6.9,577,90.5,student_mobility_2011,2011
07170020,Mohawk Trail - Sanderson Academy,135,11.1,9.6,123,97.6,student_mobility_2011,2011
01910310,Monson - Granite Valley Middle,472,3.2,1.5,467,97.9,student_mobility_2011,2011
01910505,Monson - Monson High School,373,5.9,2.1,368,95.4,student_mobility_2011,2011
01910025,Monson - Quarry Hill Comm,580,9.1,6.2,558,94.4,student_mobility_2011,2011
08320605,Montachusett Regional Vocational Technical - Montachusett Reg Voc Tech,1412,6.4,2.6,1409,93.8,student_mobility_2011,2011
07150505,Mount Greylock - Mt Greylock Reg High,617,13.8,11.7,605,87.9,student_mobility_2011,2011
04700105,Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,1409,2.8,1.0,1403,97.7,student_mobility_2011,2011
01960010,Nahant - Johnson,243,14.8,11.9,240,86.3,student_mobility_2011,2011
01970010,Nantucket - Cyrus Peirce,294,8.5,5.4,285,94.4,student_mobility_2011,2011
01970005,Nantucket - Nantucket Elementary,639,8.0,5.0,616,95.5,student_mobility_2011,2011
01970505,Nantucket - Nantucket High,401,6.7,3.7,392,95.4,student_mobility_2011,2011
07200005,Narragansett - Baldwinville Elementary,179,7.8,7.3,172,95.9,student_mobility_2011,2011
07200010,Narragansett - East Templeton,120,5.8,0.8,120,94.2,student_mobility_2011,2011
07200305,Narragansett - Narragansett Middle,533,6.4,4.1,518,96.3,student_mobility_2011,2011
07200505,Narragansett - Narragansett Reg High,466,9.0,3.9,458,92.6,student_mobility_2011,2011
07200003,Narragansett - Phillipston Memorial,134,11.2,8.2,126,94.4,student_mobility_2011,2011
07200020,Narragansett - Templeton Center,114,7.0,7.0,112,94.6,student_mobility_2011,2011
07250020,Nashoba - Center School,201,0.5,0.0,201,99.5,student_mobility_2011,2011
07250025,Nashoba - Florence Sawyer Sch,893,7.7,7.3,875,94.2,student_mobility_2011,2011
07250310,Nashoba - Hale,298,1.7,1.3,295,99.3,student_mobility_2011,2011
07250305,Nashoba - Luther Burbank Middle School,263,3.8,2.7,258,98.1,student_mobility_2011,2011
07250010,Nashoba - Mary Rowlandson Elementary,534,12.9,10.1,521,89.3,student_mobility_2011,2011
07250505,Nashoba - Nashoba Regional,999,4.5,1.6,991,96.3,student_mobility_2011,2011
07250015,Nashoba - Pompositticut,361,2.5,1.4,358,98.3,student_mobility_2011,2011
08520605,Nashoba Valley Regional Vocational Technical - Nashoba Valley Tech H S,686,9.8,5.7,668,92.7,student_mobility_2011,2011
01980005,Natick - Bennett-Hemenway,646,7.4,5.9,622,96.1,student_mobility_2011,2011
01980010,Natick - Brown,433,8.6,5.1,418,94.7,student_mobility_2011,2011
01980305,Natick - J F Kennedy Middle Sch,563,2.1,0.9,560,98.4,student_mobility_2011,2011
01980031,Natick - Johnson,252,3.2,1.6,248,98.4,student_mobility_2011,2011
01980035,Natick - Lilja Elementary,387,4.9,3.4,375,98.1,student_mobility_2011,2011
01980043,Natick - Memorial,438,3.2,2.3,428,99.1,student_mobility_2011,2011
01980505,Natick - Natick High,1322,4.8,2.6,1307,96.3,student_mobility_2011,2011
01980310,Natick - Wilson Middle,887,2.7,1.9,874,98.7,student_mobility_2011,2011
06600305,Nauset - Nauset Reg Middle,573,7.9,4.9,556,95.0,student_mobility_2011,2011
06600505,Nauset - Nauset Regional High,1009,7.1,4.1,977,95.9,student_mobility_2011,2011
01990005,Needham - Broadmeadow,610,0.7,0.2,610,99.3,student_mobility_2011,2011
01990410,Needham - High Rock School,451,2.0,0.7,450,98.2,student_mobility_2011,2011
01990035,Needham - Hillside Elementary,437,3.7,1.4,431,97.7,student_mobility_2011,2011
01990020,Needham - John Eliot,413,4.4,1.5,409,96.6,student_mobility_2011,2011
01990505,Needham - Needham High,1463,4.3,1.9,1444,97.0,student_mobility_2011,2011
01990050,Needham - Newman Elem,741,3.4,2.2,726,98.6,student_mobility_2011,2011
01990405,Needham - Pollard Middle,836,1.8,1.1,829,99.0,student_mobility_2011,2011
01990040,Needham - William Mitchell,483,2.9,1.9,476,98.5,student_mobility_2011,2011
04440205,Neighborhood House Charter (District) - Neighborhood House Charter School,402,3.5,2.7,397,97.7,student_mobility_2011,2011
02010095,New Bedford - Abraham Lincoln,755,17.5,9.7,695,89.6,student_mobility_2011,2011
02010063,New Bedford - Alfred J Gomes,969,28.9,22.6,781,88.2,student_mobility_2011,2011
02010140,New Bedford - Betsey B Winslow,302,9.6,5.6,290,94.1,student_mobility_2011,2011
02010105,New Bedford - Carlos Pacheco,362,16.0,12.2,322,94.4,student_mobility_2011,2011
02010123,New Bedford - Casimir Pulaski,642,17.1,13.9,565,94.2,student_mobility_2011,2011
02010010,New Bedford - Charles S Ashley,342,9.7,4.4,331,93.4,student_mobility_2011,2011
02010015,New Bedford - Elizabeth Carter Brooks,276,14.9,8.0,258,91.1,student_mobility_2011,2011
02010075,New Bedford - Ellen R Hathaway,205,16.6,13.7,182,94.0,student_mobility_2011,2011
02010020,New Bedford - Elwyn G Campbell,266,13.2,8.7,246,93.9,student_mobility_2011,2011
02010060,New Bedford - George H Dunbar,120,20.8,10.0,112,84.8,student_mobility_2011,2011
02010078,New Bedford - Hayden/McFadden,899,29.8,21.5,718,87.9,student_mobility_2011,2011
02010085,New Bedford - Horatio A Kempton,132,12.1,7.6,125,92.8,student_mobility_2011,2011
02010040,New Bedford - James B Congdon,299,20.4,11.7,269,88.5,student_mobility_2011,2011
02010130,New Bedford - Jireh Swift,232,9.9,6.9,219,95.4,student_mobility_2011,2011
02010115,New Bedford - John Avery Parker,290,20.0,14.5,256,90.6,student_mobility_2011,2011
02010050,New Bedford - John B Devalles,400,18.3,11.8,356,91.9,student_mobility_2011,2011
02010070,New Bedford - John Hannigan,255,30.2,18.4,229,77.7,student_mobility_2011,2011
02010405,New Bedford - Keith Middle School,1086,13.2,7.6,1035,91.1,student_mobility_2011,2011
02010505,New Bedford - New Bedford High,2928,27.5,13.1,2760,76.9,student_mobility_2011,2011
02010410,New Bedford - Normandin Middle School,1034,11.6,6.0,987,92.6,student_mobility_2011,2011
02010415,New Bedford - Roosevelt Middle School,884,19.8,15.1,793,89.4,student_mobility_2011,2011
02010045,New Bedford - Sgt Wm H Carney Acad,668,17.2,14.1,583,94.9,student_mobility_2011,2011
02010125,New Bedford - Thomas R Rodman,148,5.4,4.1,144,97.2,student_mobility_2011,2011
02010510,New Bedford - Trinity Day Academy,67,64.2,55.2,40,60.0,student_mobility_2011,2011
02010515,New Bedford - Whaling City JR./SR. High School,101,77.2,56.4,52,44.2,student_mobility_2011,2011
02010135,New Bedford - William H Taylor,282,12.1,4.6,274,90.5,student_mobility_2011,2011
04710405,New Leadership Charter (District) - New Leadership Charter School,522,19.0,10.7,504,83.9,student_mobility_2011,2011
07280015,New Salem-Wendell - Swift River,154,11.0,10.4,145,94.5,student_mobility_2011,2011
02040030,Newburyport - Edward G. Molin Elementary School,372,4.3,2.2,367,97.0,student_mobility_2011,2011
02040005,Newburyport - Francis T Bresnahan Elem,496,7.9,3.8,484,94.4,student_mobility_2011,2011
02040010,Newburyport - George W Brown,254,11.0,7.9,239,94.6,student_mobility_2011,2011
02040505,Newburyport - Newburyport High,716,5.7,2.8,708,95.3,student_mobility_2011,2011
02040305,Newburyport - Rupert A Nock Middle,504,5.0,3.2,497,96.4,student_mobility_2011,2011
02070005,Newton - A E Angier,379,6.9,1.3,375,94.1,student_mobility_2011,2011
02070305,Newton - Bigelow Middle,534,4.5,2.4,524,97.3,student_mobility_2011,2011
02070015,Newton - Bowen,466,4.7,3.4,452,98.2,student_mobility_2011,2011
02070020,Newton - C C Burr,394,5.8,3.3,392,94.6,student_mobility_2011,2011
02070025,Newton - Cabot,456,2.2,1.1,452,98.7,student_mobility_2011,2011
02070310,Newton - Charles E Brown Middle,687,5.4,3.8,666,97.6,student_mobility_2011,2011
02070040,Newton - Countryside,524,9.5,5.0,499,95.0,student_mobility_2011,2011
02070315,Newton - F A Day Middle,765,4.1,2.8,752,97.6,student_mobility_2011,2011
02070055,Newton - Franklin,406,2.7,2.0,398,99.3,student_mobility_2011,2011
02070075,Newton - Horace Mann,383,6.8,3.4,374,95.5,student_mobility_2011,2011
02070120,Newton - John Ward,272,2.6,1.5,269,98.5,student_mobility_2011,2011
02070070,Newton - Lincoln-Eliot,316,13.6,9.5,293,93.2,student_mobility_2011,2011
02070080,Newton - Mason-Rice,450,3.6,2.2,443,98.0,student_mobility_2011,2011
02070105,Newton - Memorial Spaulding,473,5.1,3.2,460,97.6,student_mobility_2011,2011
02070108,Newton - Newton Early Childhood Center,287,65.2,64.1,194,51.6,student_mobility_2011,2011
02070505,Newton - Newton North High,1891,28.1,26.6,1850,73.5,student_mobility_2011,2011
02070510,Newton - Newton South High,1731,4.3,3.1,1706,97.1,student_mobility_2011,2011
02070320,Newton - Oak Hill Middle,621,4.5,3.5,603,98.3,student_mobility_2011,2011
02070100,Newton - Peirce,319,1.3,0.3,318,99.1,student_mobility_2011,2011
02070115,Newton - Underwood,286,4.2,2.1,280,97.9,student_mobility_2011,2011
02070125,Newton - Williams,313,9.6,5.8,298,95.0,student_mobility_2011,2011
02070130,Newton - Zervas,353,3.1,1.7,350,97.7,student_mobility_2011,2011
02080005,Norfolk - Freeman-Centennial,579,2.1,0.9,575,98.6,student_mobility_2011,2011
02080015,Norfolk - H Olive Day,447,9.0,7.8,437,93.1,student_mobility_2011,2011
09150705,Norfolk County Agricultural - Norfolk County Agr,487,3.1,1.4,487,96.9,student_mobility_2011,2011
02090035,North Adams - Brayton,529,27.2,21.0,478,80.5,student_mobility_2011,2011
02090505,North Adams - Drury High,627,18.2,9.7,585,87.7,student_mobility_2011,2011
02090015,North Adams - Greylock,261,9.6,5.4,248,95.2,student_mobility_2011,2011
02090008,North Adams - J S Sullivan,281,13.5,8.5,266,91.4,student_mobility_2011,2011
02110018,North Andover - Annie L Sargent School,634,2.8,1.4,627,98.3,student_mobility_2011,2011
02110001,North Andover - Atkinson,534,11.2,7.5,505,93.9,student_mobility_2011,2011
02110010,North Andover - Franklin,563,5.0,2.1,552,96.9,student_mobility_2011,2011
02110015,North Andover - Kittredge,311,3.9,1.3,308,97.1,student_mobility_2011,2011
02110505,North Andover - North Andover High,1297,6.9,5.5,1274,94.7,student_mobility_2011,2011
02110305,North Andover - North Andover Middle,1103,3.0,1.6,1089,98.3,student_mobility_2011,2011
02110020,North Andover - Thomson,296,3.4,2.4,290,98.6,student_mobility_2011,2011
02120005,North Attleborough - Allen Avenue,225,4.0,2.7,221,97.7,student_mobility_2011,2011
02120007,North Attleborough - Amvet Boulevard,425,11.3,5.2,404,93.3,student_mobility_2011,2011
02120030,North Attleborough - Community,354,13.0,6.5,334,92.2,student_mobility_2011,2011
02120010,North Attleborough - Falls,289,5.5,2.1,286,95.5,student_mobility_2011,2011
02120013,North Attleborough - Joseph W Martin Jr Elem,712,3.1,2.1,701,98.4,student_mobility_2011,2011
02120505,North Attleborough - North Attleboro High,1241,6.7,4.0,1214,95.4,student_mobility_2011,2011
02120020,North Attleborough - North Attleborough ELC,166,28.3,24.7,125,95.2,student_mobility_2011,2011
02120305,North Attleborough - North Attleborough Middle,1198,5.1,2.2,1175,96.8,student_mobility_2011,2011
02120015,North Attleborough - Roosevelt Avenue,272,5.9,2.9,264,97.0,student_mobility_2011,2011
02150015,North Brookfield - North Brookfield Elem,356,11.0,6.2,337,94.1,student_mobility_2011,2011
02150505,North Brookfield - North Brookfield High,281,12.5,6.4,266,92.5,student_mobility_2011,2011
04740505,North Central Charter Essential (District) - North Central Charter Essential School,389,25.5,13.9,372,78.0,student_mobility_2011,2011
07350010,North Middlesex - Ashby Elementary,216,5.1,1.9,214,95.8,student_mobility_2011,2011
07350030,North Middlesex - Hawthorne Brook,630,5.7,3.7,609,97.5,student_mobility_2011,2011
07350310,North Middlesex - Nissitissit Middle School,675,4.4,2.8,663,97.3,student_mobility_2011,2011
07350505,North Middlesex - North Middlesex Reg,1138,6.5,3.1,1116,95.3,student_mobility_2011,2011
07350015,North Middlesex - Peter Fitzpatrick,8,100.0,0.0,8,0.0,student_mobility_2011,2011
07350005,North Middlesex - Spaulding Memorial,527,4.0,1.7,518,97.7,student_mobility_2011,2011
07350002,North Middlesex - Squannacook Early Childhood Center,138,25.4,23.2,110,93.6,student_mobility_2011,2011
07350035,North Middlesex - Varnum Brook,728,6.7,4.4,701,96.9,student_mobility_2011,2011
02170003,North Reading - E Ethel Little School,431,6.7,4.2,416,96.6,student_mobility_2011,2011
02170010,North Reading - J Turner Hood,404,5.2,2.2,396,96.7,student_mobility_2011,2011
02170005,North Reading - L D Batchelder,544,2.4,1.5,536,99.1,student_mobility_2011,2011
02170505,North Reading - North Reading High,720,3.1,1.4,712,98.0,student_mobility_2011,2011
02170305,North Reading - North Reading Middle,631,2.7,1.3,625,98.2,student_mobility_2011,2011
08540605,North Shore Regional Vocational Technical - North Shore Reg Voc,471,6.8,2.1,471,93.2,student_mobility_2011,2011
02100005,Northampton - Bridge Street,316,17.1,13.0,284,92.3,student_mobility_2011,2011
02100020,Northampton - Jackson Street,321,12.2,8.4,296,95.3,student_mobility_2011,2011
02100410,Northampton - John F Kennedy Middle School,632,6.5,3.3,621,95.2,student_mobility_2011,2011
02100025,Northampton - Leeds,364,6.3,3.9,354,96.3,student_mobility_2011,2011
02100505,Northampton - Northampton High,900,5.6,2.3,883,96.3,student_mobility_2011,2011
02100029,Northampton - R. K. Finn Ryan Road,274,8.8,5.1,264,94.7,student_mobility_2011,2011
04060705,Northampton-Smith Vocational Agricultural - Smith Voc and Agr High,451,7.3,2.9,446,93.7,student_mobility_2011,2011
07300505,Northboro-Southboro - Algonquin Reg High,1456,2.5,1.4,1440,98.6,student_mobility_2011,2011
02130015,Northborough - Fannie E Proctor,326,7.7,4.6,314,95.9,student_mobility_2011,2011
02130003,Northborough - Lincoln Street,302,3.3,1.7,297,98.3,student_mobility_2011,2011
02130014,Northborough - Marguerite E Peaslee,298,3.7,3.0,291,98.6,student_mobility_2011,2011
02130020,Northborough - Marion E Zeh,361,10.5,8.9,353,91.5,student_mobility_2011,2011
02130305,Northborough - Robert E. Melican Middle School,658,2.0,1.2,650,99.2,student_mobility_2011,2011
02140005,Northbridge - Northbridge Elementary,614,19.1,16.5,570,87.2,student_mobility_2011,2011
02140505,Northbridge - Northbridge High,667,11.1,7.2,638,93.0,student_mobility_2011,2011
02140305,Northbridge - Northbridge Middle,839,5.4,2.6,820,96.8,student_mobility_2011,2011
02140001,Northbridge - W Edward Balmer,608,8.7,5.4,585,94.9,student_mobility_2011,2011
08530605,Northeast Metropolitan Regional Vocational Technical - Northeast Metro Reg Voc,1291,7.6,2.4,1281,93.1,student_mobility_2011,2011
08510605,Northern Berkshire Regional Vocational Technical - Charles McCann Voc Tech,491,8.2,3.9,478,94.4,student_mobility_2011,2011
02180060,Norton - Henri A. Yelle,426,2.6,1.6,422,98.3,student_mobility_2011,2011
02180015,Norton - J C Solmonese,560,5.2,2.5,551,96.4,student_mobility_2011,2011
02180010,Norton - L G Nourse Elementary,376,10.9,8.5,356,94.1,student_mobility_2011,2011
02180505,Norton - Norton High,768,4.3,1.6,760,96.7,student_mobility_2011,2011
02180305,Norton - Norton Middle,707,3.7,1.8,699,97.4,student_mobility_2011,2011
02190005,Norwell - Grace Farrar Cole,546,12.1,10.8,539,89.1,student_mobility_2011,2011
02190505,Norwell - Norwell High,650,1.1,0.9,646,99.5,student_mobility_2011,2011
02190405,Norwell - Norwell Middle School,583,1.4,1.2,580,99.1,student_mobility_2011,2011
02190020,Norwell - William G Vinal,589,10.7,10.5,578,91.0,student_mobility_2011,2011
02200005,Norwood - Balch,295,9.5,3.4,285,93.7,student_mobility_2011,2011
02200025,Norwood - Charles J Prescott,240,7.1,3.3,233,95.7,student_mobility_2011,2011
02200010,Norwood - Cornelius M Callahan,219,10.1,5.5,212,92.9,student_mobility_2011,2011
02200305,Norwood - Dr. Philip O. Coakley Middle School,791,8.2,4.2,767,94.7,student_mobility_2011,2011
02200015,Norwood - F A Cleveland,322,8.1,4.0,311,95.2,student_mobility_2011,2011
02200075,Norwood - George F. Willett,423,25.8,22.7,388,80.9,student_mobility_2011,2011
02200020,Norwood - John P Oldham,252,12.3,8.3,238,92.9,student_mobility_2011,2011
02200505,Norwood - Norwood High,1069,8.0,4.4,1033,95.3,student_mobility_2011,2011
02210005,Oak Bluffs - Oak Bluffs Elementary,423,9.7,8.0,412,92.7,student_mobility_2011,2011
08550605,Old Colony Regional Vocational Technical - Old Colony Reg Voc Tech,571,4.0,0.5,570,96.1,student_mobility_2011,2011
07400505,Old Rochester - Old Rochester Reg High,746,9.1,3.0,734,92.4,student_mobility_2011,2011
07400405,Old Rochester - Old Rochester Reg Jr High,468,1.9,1.1,464,98.9,student_mobility_2011,2011
02230003,Orange - Butterfield,228,11.0,7.5,217,93.6,student_mobility_2011,2011
02230010,Orange - Dexter Park,326,33.1,27.9,292,74.7,student_mobility_2011,2011
02230015,Orange - Fisher Hill,308,14.9,7.8,286,91.6,student_mobility_2011,2011
02240005,Orleans - Orleans Elementary,204,8.3,5.4,197,94.9,student_mobility_2011,2011
02260010,Oxford - Alfred M Chaffee,468,9.6,5.8,455,93.0,student_mobility_2011,2011
02260005,Oxford - Clara Barton,412,18.9,17.2,399,83.7,student_mobility_2011,2011
02260505,Oxford - Oxford High,600,18.3,11.7,553,88.6,student_mobility_2011,2011
02260405,Oxford - Oxford Middle,673,6.8,3.4,655,95.7,student_mobility_2011,2011
02270305,Palmer - Converse Middle,429,10.0,5.8,407,94.8,student_mobility_2011,2011
02270008,Palmer - Old Mill Pond,717,12.3,7.3,669,94.0,student_mobility_2011,2011
02270505,Palmer - Palmer High,591,13.4,5.9,572,89.5,student_mobility_2011,2011
08600605,Pathfinder Regional Vocational Technical - Pathfinder Voc Tech,661,8.3,4.1,643,94.3,student_mobility_2011,2011
02290005,Peabody - Captain Samuel Brown,356,7.3,4.8,341,96.8,student_mobility_2011,2011
02290015,Peabody - Center,378,10.1,4.0,365,93.2,student_mobility_2011,2011
02290305,Peabody - J Henry Higgins Middle,1439,7.9,3.1,1402,94.5,student_mobility_2011,2011
02290007,Peabody - John E Burke,314,2.9,0.3,314,97.1,student_mobility_2011,2011
02290016,Peabody - John E. McCarthy,339,18.6,13.9,296,93.2,student_mobility_2011,2011
02290510,Peabody - Peabody Veterans Memorial High,1925,8.6,4.3,1884,93.4,student_mobility_2011,2011
02290035,Peabody - South Memorial,443,14.5,9.0,407,93.1,student_mobility_2011,2011
02290010,Peabody - Thomas Carroll,559,12.2,6.3,536,91.6,student_mobility_2011,2011
02290045,Peabody - West Memorial,250,8.8,4.8,239,95.4,student_mobility_2011,2011
02290027,Peabody - William A Welch Sr,354,15.3,9.9,329,91.2,student_mobility_2011,2011
02300005,Pelham - Pelham Elementary,123,4.1,4.1,120,98.3,student_mobility_2011,2011
02310003,Pembroke - Bryantville Elementary,701,5.7,1.9,688,96.1,student_mobility_2011,2011
02310010,Pembroke - Hobomock Elementary,494,3.6,2.6,482,98.8,student_mobility_2011,2011
02310015,Pembroke - North Pembroke Elem,765,6.9,5.9,735,96.9,student_mobility_2011,2011
02310305,Pembroke - Pembroke Community Middle School,548,2.2,0.9,545,98.4,student_mobility_2011,2011
02310505,Pembroke - Pembroke High School,957,5.2,3.5,941,96.4,student_mobility_2011,2011
07450020,Pentucket - Dr Frederick N Sweetsir,269,16.7,13.0,255,87.8,student_mobility_2011,2011
07450015,Pentucket - Dr John C Page School,510,6.9,4.9,489,97.1,student_mobility_2011,2011
07450005,Pentucket - Elmer S Bagnall,670,12.2,11.3,652,90.2,student_mobility_2011,2011
07450010,Pentucket - Helen R Donaghue School,409,3.9,2.2,401,98.0,student_mobility_2011,2011
07450405,Pentucket - Pentucket Reg Middle,546,3.1,0.7,545,97.1,student_mobility_2011,2011
07450505,Pentucket - Pentucket Reg Sr High,822,6.6,3.7,807,95.2,student_mobility_2011,2011
02340005,Petersham - Petersham Center,114,4.4,1.8,113,96.5,student_mobility_2011,2011
04930505,Phoenix Charter Academy (District) - Phoenix Charter Academy,255,62.0,29.4,207,46.9,student_mobility_2011,2011
04940205,Pioneer Charter School of Science (District) - Pioneer Charter School of Science,308,14.6,4.2,304,86.5,student_mobility_2011,2011
07500006,Pioneer Valley - Bernardston Elem,218,3.7,2.3,214,98.1,student_mobility_2011,2011
07500008,Pioneer Valley - Northfield Elementary,285,9.8,7.0,277,92.8,student_mobility_2011,2011
07500007,Pioneer Valley - Pearl E Rhodes Elem,58,32.8,22.4,58,67.2,student_mobility_2011,2011
07500505,Pioneer Valley - Pioneer Valley Reg,552,6.9,3.3,538,95.5,student_mobility_2011,2011
07500009,Pioneer Valley - Warwick Community School,54,9.3,3.7,53,92.5,student_mobility_2011,2011
04970205,Pioneer Valley Chinese Immersion Charter(District) - Pioneer Valley Chinese Immersion Charter School,201,6.0,2.0,199,95.0,student_mobility_2011,2011
04790505,Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,425,9.4,5.7,416,92.6,student_mobility_2011,2011
02360010,Pittsfield - Allendale,323,9.0,2.5,316,93.0,student_mobility_2011,2011
02360065,Pittsfield - Crosby,448,29.7,22.3,391,80.6,student_mobility_2011,2011
02360035,Pittsfield - Egremont,515,11.3,4.3,498,91.8,student_mobility_2011,2011
02360305,Pittsfield - John T Reid Middle,658,10.6,6.1,633,92.9,student_mobility_2011,2011
02360055,Pittsfield - Morningside Comm Sch,459,20.7,10.9,426,85.5,student_mobility_2011,2011
02360505,Pittsfield - Pittsfield High,1018,11.7,4.3,999,90.0,student_mobility_2011,2011
02360045,Pittsfield - Robert T. Capeless Elementary School,283,14.1,9.2,268,90.7,student_mobility_2011,2011
02360105,Pittsfield - Silvio O Conte Community,453,21.9,12.8,416,85.1,student_mobility_2011,2011
02360090,Pittsfield - Stearns,258,8.1,4.7,251,94.4,student_mobility_2011,2011
02360510,Pittsfield - Taconic High,974,11.0,5.1,944,91.8,student_mobility_2011,2011
02360310,Pittsfield - Theodore Herberg Middle,679,9.9,4.0,659,92.9,student_mobility_2011,2011
02360100,Pittsfield - Williams,332,9.6,2.4,327,91.7,student_mobility_2011,2011
02380010,Plainville - Anna Ware Jackson,508,9.3,6.3,479,96.2,student_mobility_2011,2011
02380005,Plainville - Beatrice H Wood Elem,338,8.0,5.3,326,95.4,student_mobility_2011,2011
02390005,Plymouth - Cold Spring,210,6.2,3.3,204,96.6,student_mobility_2011,2011
02390011,Plymouth - Federal Furnace Sch,452,7.7,4.4,439,95.0,student_mobility_2011,2011
02390010,Plymouth - Hedge,195,21.0,13.9,176,87.5,student_mobility_2011,2011
02390012,Plymouth - Indian Brook,746,6.4,2.8,727,96.0,student_mobility_2011,2011
02390015,Plymouth - Manomet Elementary,337,7.4,3.9,334,93.4,student_mobility_2011,2011
02390003,Plymouth - Mount Pleasant,190,30.0,24.2,150,88.7,student_mobility_2011,2011
02390030,Plymouth - Nathaniel Morton Elem,627,8.9,5.4,608,93.9,student_mobility_2011,2011
02390405,Plymouth - Plymouth Commun Intermed,1186,5.3,3.3,1158,97.0,student_mobility_2011,2011
02390505,Plymouth - Plymouth North High,1098,7.9,2.5,1079,93.7,student_mobility_2011,2011
02390515,Plymouth - Plymouth South High,1440,6.8,2.5,1413,95.0,student_mobility_2011,2011
02390305,Plymouth - Plymouth South Middle,732,6.0,3.0,713,96.5,student_mobility_2011,2011
02390046,Plymouth - South Elementary,761,8.5,5.0,732,95.1,student_mobility_2011,2011
02390047,Plymouth - West Elementary,434,7.4,3.5,425,94.6,student_mobility_2011,2011
02400010,Plympton - Dennett Elementary,234,2.1,1.3,231,99.1,student_mobility_2011,2011
04870550,Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,1161,9.0,5.1,1131,93.4,student_mobility_2011,2011
02420020,Provincetown - Provincetown Schools,140,23.6,17.1,125,85.6,student_mobility_2011,2011
07530005,Quabbin - Hardwick Elem,269,7.8,5.6,255,97.3,student_mobility_2011,2011
07530010,Quabbin - Hubbardston Center,407,3.4,1.7,402,97.8,student_mobility_2011,2011
07530020,Quabbin - New Braintree Grade,181,13.3,11.1,167,94.0,student_mobility_2011,2011
07530025,Quabbin - Oakham Center,209,5.3,3.4,204,97.1,student_mobility_2011,2011
07530505,Quabbin - Quabbin Regional High School,925,8.3,3.8,902,94.0,student_mobility_2011,2011
07530405,Quabbin - Quabbin Regional Middle School,514,4.7,2.7,502,97.6,student_mobility_2011,2011
07530030,Quabbin - Ruggles Lane,463,9.9,5.6,447,93.3,student_mobility_2011,2011
07780505,Quaboag Regional - Quaboag Regional High,611,12.8,5.4,588,90.7,student_mobility_2011,2011
07780005,Quaboag Regional - Warren Elementary,537,12.7,8.0,504,93.1,student_mobility_2011,2011
07780010,Quaboag Regional - West Brookfield Elem,375,5.3,3.5,364,97.5,student_mobility_2011,2011
