Org Code,SCHOOL,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Source,Year
03500010,Wrentham - Charles E Roderick,0.6,0.6,1.4,96.1,0.0,0.0,1.2,52.1,47.9,student_raceeth_2012,2012
03500003,Wrentham - Delaney,0.3,1.4,3.0,92.9,0.0,0.0,2.4,53.0,47.0,student_raceeth_2012,2012
00000000,State Total - State Total,8.3,5.7,16.1,67.0,0.2,0.1,2.5,51.3,48.7,student_raceeth_2012,2012
04450105,Abby Kelley Foster Charter Public (District) - Abby Kelley Foster Charter Public School,35.6,4.6,25.8,30.2,0.1,0.1,3.6,49.1,50.9,student_raceeth_2013,2013
00010505,Abington - Abington High,2.6,1.4,3.4,91.6,0.2,0.0,0.8,50.4,49.6,student_raceeth_2013,2013
00010003,Abington - Beaver Brook Elementary School,1.5,1.8,1.6,95.0,0.1,0.0,0.0,50.7,49.3,student_raceeth_2013,2013
00010002,Abington - Center Elementary School,1.1,3.7,1.6,92.1,1.6,0.0,0.0,55.8,44.2,student_raceeth_2013,2013
00010405,Abington - Frolio Middle School,1.5,0.0,5.8,92.7,0.0,0.0,0.0,50.9,49.1,student_raceeth_2013,2013
00010015,Abington - Woodsdale Elementary School,1.9,1.9,2.6,93.2,0.0,0.3,0.0,50.3,49.7,student_raceeth_2013,2013
04120530,Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School,57.7,1.4,17.7,19.9,0.0,0.0,3.4,47.9,52.1,student_raceeth_2013,2013
00020020,Acton - Douglas,1.0,20.5,1.7,68.3,0.0,0.0,8.5,56.9,43.1,student_raceeth_2013,2013
00020025,Acton - Gates,1.3,36.7,1.1,58.3,0.7,0.0,2.0,54.1,45.9,student_raceeth_2013,2013
00020030,Acton - Luther Conant,0.8,53.8,1.9,39.3,0.2,0.2,3.7,49.3,50.7,student_raceeth_2013,2013
00020015,Acton - McCarthy-Towne,2.1,12.5,6.4,74.4,0.0,0.0,4.6,49.5,50.5,student_raceeth_2013,2013
00020010,Acton - Merriam,2.0,25.5,3.3,65.6,0.3,0.0,3.3,53.6,46.4,student_raceeth_2013,2013
06000505,Acton-Boxborough - Acton-Boxborough Regional High,1.0,23.3,3.2,70.2,0.2,0.0,2.1,50.1,49.9,student_raceeth_2013,2013
06000405,Acton-Boxborough - Raymond J Grey Junior High,1.2,23.4,3.3,67.8,0.2,0.0,4.1,50.6,49.4,student_raceeth_2013,2013
00030025,Acushnet - Acushnet Elementary School,0.4,0.0,1.2,98.4,0.0,0.0,0.0,52.6,47.4,student_raceeth_2013,2013
00030305,Acushnet - Albert F Ford Middle School,0.9,0.4,0.0,98.5,0.0,0.0,0.2,52.1,47.9,student_raceeth_2013,2013
06030004,Adams-Cheshire - Cheshire Elementary,1.8,0.0,0.6,97.6,0.0,0.0,0.0,45.5,54.5,student_raceeth_2013,2013
06030505,Adams-Cheshire - Hoosac Valley Middle & High School,3.3,1.0,1.6,93.1,0.6,0.1,0.3,50.2,49.8,student_raceeth_2013,2013
06030020,Adams-Cheshire - Plunkett Elementary,4.4,0.4,1.1,93.7,0.2,0.2,0.0,56.1,43.9,student_raceeth_2013,2013
04300305,Advanced Math and Science Academy Charter (District) - Advanced Math and Science Academy Charter School,2.6,24.7,5.4,63.8,0.6,0.1,2.8,52.5,47.5,student_raceeth_2013,2013
00050003,Agawam - Agawam Early Childhood Center,2.2,0.7,8.9,85.2,0.0,0.0,3.0,54.1,45.9,student_raceeth_2013,2013
00050505,Agawam - Agawam High,2.0,1.9,3.1,91.9,0.2,0.2,0.7,51.3,48.7,student_raceeth_2013,2013
00050405,Agawam - Agawam Junior High,0.3,2.3,4.2,91.5,0.2,0.2,1.4,52.8,47.2,student_raceeth_2013,2013
00050020,Agawam - Benjamin J Phelps,2.2,4.7,3.3,85.5,0.0,0.0,4.2,44.8,55.2,student_raceeth_2013,2013
00050010,Agawam - Clifford M Granger,1.0,1.9,6.5,89.3,0.0,0.0,1.3,51.1,48.9,student_raceeth_2013,2013
00050030,Agawam - James Clark School,1.7,3.4,9.0,83.6,0.0,0.0,2.3,48.6,51.4,student_raceeth_2013,2013
00050303,Agawam - Roberta G. Doering School,1.0,1.3,3.8,93.0,0.0,0.0,0.8,50.8,49.2,student_raceeth_2013,2013
00050025,Agawam - Robinson Park,2.3,1.8,4.7,87.7,0.0,0.0,3.4,51.4,48.6,student_raceeth_2013,2013
04090205,Alma del Mar Charter School (District) - Alma del Mar Charter School,18.8,1.3,44.4,28.1,0.0,0.0,7.5,43.8,56.3,student_raceeth_2013,2013
00070005,Amesbury - Amesbury Elementary,1.2,0.7,2.8,91.8,0.0,0.0,3.5,52.6,47.4,student_raceeth_2013,2013
00070505,Amesbury - Amesbury High,0.9,1.1,3.4,92.0,0.0,0.0,2.5,53.9,46.1,student_raceeth_2013,2013
00070013,Amesbury - Amesbury Middle,1.0,0.5,3.1,92.9,0.0,0.0,2.5,55.5,44.5,student_raceeth_2013,2013
00070010,Amesbury - Charles C Cashman Elementary,2.0,1.9,4.5,88.7,0.0,0.4,2.6,48.5,51.5,student_raceeth_2013,2013
04150505,Amesbury Academy Charter Public (District) - Amesbury Academy Charter Public School,0.0,0.0,8.5,87.2,0.0,0.0,4.3,55.3,44.7,student_raceeth_2013,2013
00080009,Amherst - Crocker Farm Elementary,11.1,12.6,19.3,51.0,0.0,0.5,5.5,49.0,51.0,student_raceeth_2013,2013
00080020,Amherst - Fort River Elementary,9.3,14.9,19.1,47.1,0.0,0.3,9.3,50.8,49.2,student_raceeth_2013,2013
00080050,Amherst - Wildwood Elementary,8.1,11.6,19.0,53.5,0.2,0.0,7.6,51.9,48.1,student_raceeth_2013,2013
06050505,Amherst-Pelham - Amherst Regional High,6.5,9.5,12.9,63.5,0.0,0.0,7.6,50.9,49.1,student_raceeth_2013,2013
06050405,Amherst-Pelham - Amherst Regional Middle School,6.8,11.2,11.4,60.8,0.0,0.2,9.7,56.1,43.9,student_raceeth_2013,2013
00090505,Andover - Andover High,1.7,11.7,4.1,80.0,0.2,0.0,2.3,48.8,51.2,student_raceeth_2013,2013
00090310,Andover - Andover West Middle,1.8,11.9,3.7,80.3,0.0,0.0,2.3,52.9,47.1,student_raceeth_2013,2013
00090003,Andover - Bancroft Elementary,2.9,7.8,6.0,78.8,0.6,0.0,3.9,51.6,48.4,student_raceeth_2013,2013
00090305,Andover - Doherty Middle,1.1,8.4,3.0,84.9,0.0,0.0,2.7,48.6,51.4,student_raceeth_2013,2013
00090010,Andover - Henry C Sanborn Elementary,3.3,18.6,3.9,71.1,1.4,0.0,1.7,51.1,48.9,student_raceeth_2013,2013
00090004,Andover - High Plain Elementary,2.0,22.3,7.4,66.1,0.2,0.0,2.0,48.6,51.4,student_raceeth_2013,2013
00090005,Andover - Shawsheen School,2.5,12.0,5.8,73.8,0.0,0.0,5.8,56.4,43.6,student_raceeth_2013,2013
00090020,Andover - South Elementary,0.7,16.4,2.2,79.6,0.2,0.4,0.6,52.2,47.8,student_raceeth_2013,2013
00090025,Andover - West Elementary,2.4,12.2,4.1,78.4,0.3,0.0,2.6,49.0,51.0,student_raceeth_2013,2013
00090350,Andover - Wood Hill Middle School,1.0,16.3,8.6,72.1,0.0,0.0,2.0,53.8,46.2,student_raceeth_2013,2013
00100505,Arlington - Arlington High,3.7,9.2,4.5,80.5,0.1,0.1,1.8,48.7,51.3,student_raceeth_2013,2013
00100010,Arlington - Brackett,0.7,9.4,4.9,78.2,0.0,0.0,6.9,49.0,51.0,student_raceeth_2013,2013
00100025,Arlington - Cyrus E Dallin,2.0,9.7,4.1,80.1,0.0,0.2,3.8,49.7,50.3,student_raceeth_2013,2013
00100030,Arlington - Hardy,2.6,15.7,6.0,69.7,0.0,0.3,5.7,50.6,49.4,student_raceeth_2013,2013
00100005,Arlington - John A Bishop,3.5,10.0,3.3,82.0,0.0,0.0,1.3,51.5,48.5,student_raceeth_2013,2013
00100055,Arlington - M Norcross Stratton,1.7,12.2,5.0,75.2,0.0,0.0,5.8,49.3,50.7,student_raceeth_2013,2013
00100038,Arlington - Menotomy Preschool,3.7,7.4,3.7,83.3,0.0,0.0,1.9,68.5,31.5,student_raceeth_2013,2013
00100410,Arlington - Ottoson Middle,3.9,10.2,4.7,77.1,0.0,0.1,4.0,49.7,50.3,student_raceeth_2013,2013
00100045,Arlington - Peirce,4.3,7.9,9.0,72.2,0.0,0.4,6.1,50.2,49.8,student_raceeth_2013,2013
00100050,Arlington - Thompson,5.5,17.2,8.3,64.1,0.3,0.6,4.0,49.4,50.6,student_raceeth_2013,2013
06100025,Ashburnham-Westminster - Briggs Elementary,0.4,0.2,2.2,95.8,0.0,0.0,1.3,48.7,51.3,student_raceeth_2013,2013
06100010,Ashburnham-Westminster - Meetinghouse School,1.7,0.8,5.4,89.5,0.4,0.0,2.1,56.1,43.9,student_raceeth_2013,2013
06100505,Ashburnham-Westminster - Oakmont Regional High School,0.9,1.2,5.2,90.1,0.2,0.0,2.4,50.2,49.8,student_raceeth_2013,2013
06100305,Ashburnham-Westminster - Overlook Middle School,0.7,0.8,2.4,94.3,0.0,0.0,1.8,50.3,49.7,student_raceeth_2013,2013
06100005,Ashburnham-Westminster - Westminster Elementary,0.3,1.7,3.7,93.4,0.0,0.0,0.9,54.0,46.0,student_raceeth_2013,2013
00140505,Ashland - Ashland High,3.5,5.2,6.1,83.7,0.0,0.0,1.5,52.7,47.3,student_raceeth_2013,2013
00140405,Ashland - Ashland Middle,1.7,6.7,6.7,82.8,0.0,0.0,2.1,45.8,54.2,student_raceeth_2013,2013
00140015,Ashland - David Mindess,2.0,12.9,9.1,72.9,0.3,0.0,2.7,48.5,51.5,student_raceeth_2013,2013
00140010,Ashland - Henry E Warren Elementary,1.8,13.8,7.8,72.9,0.2,0.0,3.5,50.7,49.3,student_raceeth_2013,2013
00140005,Ashland - William Pittaway Elementary,2.5,13.9,0.8,78.7,0.0,0.0,4.1,52.5,47.5,student_raceeth_2013,2013
08010605,Assabet Valley Regional Vocational Technical - Assabet Valley Vocational High School,1.5,0.4,13.1,82.1,0.4,0.1,2.5,57.6,42.4,student_raceeth_2013,2013
06150505,Athol-Royalston - Athol High,2.8,0.0,4.1,90.7,0.3,0.0,2.1,52.7,47.3,student_raceeth_2013,2013
06150305,Athol-Royalston - Athol-Royalston Middle School,2.3,1.2,4.9,89.3,0.0,0.0,2.3,52.9,47.1,student_raceeth_2013,2013
06150016,Athol-Royalston - Pleasant Street,3.6,1.5,3.6,88.4,0.4,0.0,2.5,53.5,46.5,student_raceeth_2013,2013
06150020,Athol-Royalston - Riverbend,0.0,0.0,8.8,87.6,0.0,0.0,3.5,57.5,42.5,student_raceeth_2013,2013
06150050,Athol-Royalston - Royalston Community School,0.7,0.0,4.2,92.3,0.0,0.0,2.8,49.3,50.7,student_raceeth_2013,2013
06150025,Athol-Royalston - Sanders Street,0.0,0.0,18.0,75.8,0.0,0.0,6.3,52.3,47.7,student_raceeth_2013,2013
04910550,Atlantis Charter (District) - Atlantis Charter School,3.8,2.5,6.3,84.3,0.4,0.0,2.6,45.6,54.4,student_raceeth_2013,2013
00160001,Attleboro - A. Irvin Studley Elementary School,1.4,2.9,27.9,63.7,0.2,0.2,3.6,50.6,49.4,student_raceeth_2013,2013
00160505,Attleboro - Attleboro High,5.0,5.1,10.6,76.0,0.3,0.2,2.8,50.9,49.1,student_raceeth_2013,2013
00160315,Attleboro - Cyril K. Brennan Middle School,3.6,3.1,14.9,72.5,0.5,0.2,5.3,54.5,45.5,student_raceeth_2013,2013
00160008,Attleboro - Early Learning Center,6.0,5.4,10.1,69.0,0.0,0.0,9.5,56.0,44.0,student_raceeth_2013,2013
00160045,Attleboro - Hill-Roberts Elementary School,2.8,3.2,10.5,77.7,0.0,0.0,5.9,51.3,48.7,student_raceeth_2013,2013
00160040,Attleboro - Hyman Fine Elementary School,4.3,7.6,13.7,68.3,0.0,0.2,5.8,49.7,50.3,student_raceeth_2013,2013
00160050,Attleboro - Peter Thacher Elementary School,5.2,5.6,14.4,69.1,0.0,0.2,5.4,53.6,46.4,student_raceeth_2013,2013
00160305,Attleboro - Robert J. Coelho Middle School,3.8,3.0,7.3,82.4,0.3,0.2,3.0,52.5,47.5,student_raceeth_2013,2013
00160035,Attleboro - Thomas E. Willett School,4.4,4.8,9.2,76.0,0.0,0.0,5.6,57.1,42.9,student_raceeth_2013,2013
00160320,Attleboro - Wamsutta Middle School,4.7,3.1,15.1,73.1,0.5,0.0,3.5,48.7,51.3,student_raceeth_2013,2013
00170305,Auburn - Auburn Middle,1.6,3.1,5.4,87.2,0.5,0.0,2.3,49.9,50.1,student_raceeth_2013,2013
00170505,Auburn - Auburn Senior High,1.4,1.9,4.3,89.9,0.1,0.1,2.2,46.8,53.2,student_raceeth_2013,2013
00170010,Auburn - Bryn Mawr,0.7,4.0,5.4,86.6,0.0,0.0,3.3,61.6,38.4,student_raceeth_2013,2013
00170005,Auburn - Julia Bancroft,0.0,1.2,2.3,91.9,0.4,0.0,4.2,48.8,51.2,student_raceeth_2013,2013
00170025,Auburn - Mary D Stone,0.4,3.0,5.2,88.7,0.0,0.0,2.6,50.2,49.8,student_raceeth_2013,2013
00170015,Auburn - Pakachoag,0.4,4.1,4.4,88.2,0.0,0.0,3.0,51.3,48.7,student_raceeth_2013,2013
00180510,Avon - Avon Middle High School,30.7,4.6,4.6,57.4,0.6,0.3,1.7,48.7,51.3,student_raceeth_2013,2013
00180010,Avon - Ralph D Butler,19.5,4.5,6.7,63.8,0.5,0.0,5.0,51.6,48.4,student_raceeth_2013,2013
06160505,Ayer Shirley School District - Ayer Shirley Regional High School,6.0,3.8,11.9,71.4,0.3,0.0,6.6,51.6,48.4,student_raceeth_2013,2013
06160305,Ayer Shirley School District - Ayer Shirley Regional Middle School,5.0,0.2,8.1,80.6,0.5,0.5,5.0,55.3,44.7,student_raceeth_2013,2013
06160001,Ayer Shirley School District - Lura A. White Elementary School,4.6,3.1,9.0,79.7,0.3,0.3,3.1,51.2,48.8,student_raceeth_2013,2013
06160002,Ayer Shirley School District - Page Hilltop School,4.6,1.8,13.4,75.7,0.7,0.4,3.3,51.7,48.3,student_raceeth_2013,2013
00200505,Barnstable - Barnstable High,5.3,2.8,6.1,80.8,1.0,0.2,3.8,49.5,50.5,student_raceeth_2013,2013
00200315,Barnstable - Barnstable Intermediate School,4.6,4.1,4.9,81.2,0.9,0.5,3.7,50.6,49.4,student_raceeth_2013,2013
00200050,Barnstable - Barnstable United Elementary School,5.3,2.1,7.9,79.6,1.0,0.4,3.8,50.5,49.5,student_raceeth_2013,2013
00200010,Barnstable - Centerville Elementary,2.7,3.2,6.1,84.8,0.3,0.3,2.7,50.9,49.1,student_raceeth_2013,2013
00200025,Barnstable - Hyannis West Elementary,16.6,1.2,16.9,49.5,1.2,0.9,13.6,52.0,48.0,student_raceeth_2013,2013
00200005,Barnstable - West Barnstable Elementary,1.1,0.4,6.3,88.5,0.0,0.0,3.7,49.6,50.4,student_raceeth_2013,2013
00200045,Barnstable - West Villages Elementary School,1.3,1.6,4.5,90.4,0.0,0.0,2.2,47.1,52.9,student_raceeth_2013,2013
04270010,Barnstable Community Horace Mann Charter Public (District) - Barnstable Community Horace Mann Charter Public School,10.5,3.1,7.0,75.2,0.7,0.3,3.1,46.9,53.1,student_raceeth_2013,2013
00230505,Bedford - Bedford High,7.9,10.4,4.6,73.7,0.7,0.1,2.6,49.5,50.5,student_raceeth_2013,2013
00230305,Bedford - John Glenn Middle,7.0,11.8,4.5,71.8,0.0,0.2,4.7,50.3,49.7,student_raceeth_2013,2013
00230010,Bedford - Lt Elezer Davis,5.5,11.6,5.1,74.1,0.0,0.0,3.7,55.8,44.2,student_raceeth_2013,2013
00230012,Bedford - Lt Job Lane School,6.0,13.1,6.0,71.6,0.2,0.0,3.2,51.5,48.5,student_raceeth_2013,2013
00240505,Belchertown - Belchertown High,1.3,3.0,2.7,90.4,0.3,0.0,2.3,48.4,51.6,student_raceeth_2013,2013
00240006,Belchertown - Chestnut Hill Community School,1.0,1.5,3.7,92.4,0.2,0.0,1.2,55.5,44.5,student_raceeth_2013,2013
00240005,Belchertown - Cold Spring,3.1,2.0,3.6,89.8,0.0,0.5,1.0,54.6,45.4,student_raceeth_2013,2013
00240025,Belchertown - Jabish Middle School,1.8,2.6,2.3,90.5,0.3,0.3,2.3,49.1,50.9,student_raceeth_2013,2013
00240018,Belchertown - Swift River Elementary,0.4,2.0,4.4,90.5,0.0,0.4,2.4,50.0,50.0,student_raceeth_2013,2013
00250003,Bellingham - Bellingham Early Childhood Center,2.0,3.0,1.0,94.1,0.0,0.0,0.0,48.5,51.5,student_raceeth_2013,2013
00250505,Bellingham - Bellingham High School,1.3,2.7,2.5,91.9,0.1,0.0,1.3,54.2,45.8,student_raceeth_2013,2013
00250315,Bellingham - Bellingham Memorial Middle School,1.6,2.9,4.4,89.8,0.4,0.0,1.0,49.6,50.4,student_raceeth_2013,2013
00250009,Bellingham - Clara Macy Elementary,0.4,4.1,3.3,91.4,0.0,0.0,0.8,49.0,51.0,student_raceeth_2013,2013
00250510,Bellingham - Primavera Junior/Senior High School,4.8,0.0,4.8,90.5,0.0,0.0,0.0,81.0,19.0,student_raceeth_2013,2013
00250020,Bellingham - South Elementary,0.9,4.7,1.6,91.8,0.0,0.0,1.1,51.0,49.0,student_raceeth_2013,2013
00250025,Bellingham - Stall Brook,0.8,6.6,3.7,87.1,0.0,0.0,1.7,55.2,44.8,student_raceeth_2013,2013
00260505,Belmont - Belmont High,5.0,15.4,3.8,70.5,0.0,0.0,5.3,47.1,52.9,student_raceeth_2013,2013
00260015,Belmont - Daniel Butler,6.5,18.6,3.8,63.9,0.3,0.0,6.8,56.5,43.5,student_raceeth_2013,2013
00260010,Belmont - Mary Lee Burbank,3.4,14.1,5.8,69.6,0.0,0.3,6.7,53.4,46.6,student_raceeth_2013,2013
00260035,Belmont - Roger E Wellington,2.3,11.7,2.9,78.0,0.0,0.2,4.9,51.2,48.8,student_raceeth_2013,2013
00260005,Belmont - Winn Brook,1.3,19.1,3.8,71.9,0.2,0.0,3.6,49.2,50.8,student_raceeth_2013,2013
00260305,Belmont - Winthrop L Chenery Middle,4.1,13.0,3.5,74.4,0.0,0.1,4.8,47.7,52.3,student_raceeth_2013,2013
04200205,Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,79.9,1.4,15.5,0.3,0.6,0.0,2.3,44.1,55.9,student_raceeth_2013,2013
04470205,Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,0.9,16.7,2.2,76.9,0.2,0.0,3.1,48.0,52.0,student_raceeth_2013,2013
00270010,Berkley - Berkley Community School,0.6,0.0,1.2,96.8,0.0,0.0,1.4,51.0,49.0,student_raceeth_2013,2013
00270305,Berkley - Berkley Middle School,1.1,0.3,3.0,93.2,0.0,0.0,2.4,51.4,48.6,student_raceeth_2013,2013
04140305,Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,7.9,1.6,4.3,82.3,0.7,0.0,3.3,46.6,53.4,student_raceeth_2013,2013
06180505,Berkshire Hills - Monument Mt Regional High,1.3,1.3,5.3,88.2,0.0,0.0,3.9,54.0,46.0,student_raceeth_2013,2013
06180310,Berkshire Hills - Monument Valley Regional Middle School,1.5,0.8,5.3,90.6,0.0,0.3,1.5,52.7,47.3,student_raceeth_2013,2013
06180035,Berkshire Hills - Muddy Brook Regional Elementary School,2.1,1.6,6.9,85.7,0.0,0.2,3.4,50.3,49.7,student_raceeth_2013,2013
00280005,Berlin - Berlin Memorial,0.9,0.9,0.4,92.4,0.0,0.0,5.4,58.7,41.3,student_raceeth_2013,2013
06200505,Berlin-Boylston - Tahanto Regional High,0.7,1.2,0.9,94.4,0.0,0.0,2.8,47.4,52.6,student_raceeth_2013,2013
00300055,Beverly - Ayers/Ryal Side School,3.3,4.8,9.1,79.3,0.0,0.0,3.5,55.6,44.4,student_raceeth_2013,2013
00300505,Beverly - Beverly High,2.4,1.8,6.6,87.2,0.0,0.0,2.0,46.4,53.6,student_raceeth_2013,2013
00300305,Beverly - Briscoe Middle,3.0,1.7,8.0,85.0,0.0,0.2,2.1,49.6,50.4,student_raceeth_2013,2013
00300010,Beverly - Centerville Elementary,5.0,1.4,9.6,82.1,0.0,0.0,1.9,54.0,46.0,student_raceeth_2013,2013
00300015,Beverly - Cove Elementary,1.8,4.4,10.4,80.6,0.0,0.2,2.6,53.8,46.2,student_raceeth_2013,2013
00300033,Beverly - Hannah Elementary,1.9,0.8,9.7,83.8,0.0,0.0,3.8,51.2,48.8,student_raceeth_2013,2013
00300040,Beverly - North Beverly Elementary,0.5,1.3,9.9,85.7,0.0,0.0,2.6,56.4,43.6,student_raceeth_2013,2013
00310505,Billerica - Billerica Memorial High School,2.1,2.8,2.4,91.2,0.0,0.1,1.4,49.5,50.5,student_raceeth_2013,2013
00310030,Billerica - Eugene C Vining,2.2,3.5,4.8,82.4,0.0,0.9,6.2,53.3,46.7,student_raceeth_2013,2013
00310007,Billerica - Frederick J Dutile,1.9,3.5,3.8,88.6,0.0,0.3,1.9,52.9,47.1,student_raceeth_2013,2013
00310026,Billerica - Hajjar Elementary,5.4,5.6,5.2,82.5,0.0,0.0,1.2,49.3,50.7,student_raceeth_2013,2013
00310012,Billerica - John F Kennedy,0.3,1.9,1.6,94.8,0.0,0.0,1.4,52.6,47.4,student_raceeth_2013,2013
00310310,Billerica - Locke Middle,0.6,4.0,2.2,92.0,0.0,0.4,0.7,52.4,47.6,student_raceeth_2013,2013
00310305,Billerica - Marshall Middle School,1.6,2.0,3.5,91.0,0.1,0.3,1.5,52.2,47.8,student_raceeth_2013,2013
00310015,Billerica - Parker,4.8,9.8,6.2,74.9,0.5,0.0,3.8,51.8,48.2,student_raceeth_2013,2013
00310005,Billerica - Thomas Ditson,3.3,10.1,3.4,80.0,0.0,0.2,3.1,50.9,49.1,student_raceeth_2013,2013
08050605,Blackstone Valley Regional Vocational Technical - Blackstone Valley,0.9,0.8,2.3,93.8,0.0,0.1,2.2,51.4,48.6,student_raceeth_2013,2013
06220015,Blackstone-Millville - A F Maloney,2.0,1.0,5.4,90.2,0.0,0.0,1.5,47.5,52.5,student_raceeth_2013,2013
06220505,Blackstone-Millville - Blackstone Millville RHS,1.8,1.8,2.8,90.9,0.2,0.0,2.6,51.5,48.5,student_raceeth_2013,2013
06220405,Blackstone-Millville - Frederick W. Hartnett Middle School,0.9,0.6,1.5,95.1,0.0,0.0,1.9,48.4,51.6,student_raceeth_2013,2013
06220008,Blackstone-Millville - John F Kennedy Elementary,0.7,0.5,5.9,88.3,0.2,0.0,4.4,48.3,51.7,student_raceeth_2013,2013
06220010,Blackstone-Millville - Millville Elementary,0.3,0.7,4.0,92.6,0.3,0.0,2.0,51.3,48.7,student_raceeth_2013,2013
08060605,Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,21.6,1.2,6.6,66.4,0.6,0.2,3.3,57.0,43.0,student_raceeth_2013,2013
00350541,Boston - Another Course To College,46.8,5.0,39.5,7.3,0.0,0.0,1.4,53.6,46.4,student_raceeth_2013,2013
00350003,Boston - Baldwin Early Learning Center,11.9,17.3,31.9,33.0,0.0,0.0,5.9,59.5,40.5,student_raceeth_2013,2013
00350021,Boston - Beethoven,17.7,3.5,39.0,35.2,0.0,0.3,4.2,57.1,42.9,student_raceeth_2013,2013
00350390,Boston - Blackstone,17.9,1.5,77.1,2.8,0.2,0.0,0.5,52.8,47.2,student_raceeth_2013,2013
00350548,Boston - Boston Adult Academy,66.1,2.3,28.8,1.2,0.0,0.0,1.6,52.9,47.1,student_raceeth_2013,2013
00350546,Boston - Boston Arts Academy,43.8,2.4,35.5,15.0,1.0,0.2,2.1,40.2,59.8,student_raceeth_2013,2013
00350558,Boston - Boston Community Leadership Academy,42.0,5.5,43.6,7.1,0.2,0.4,1.2,45.0,55.0,student_raceeth_2013,2013
00350507,Boston - Boston International High School,44.8,1.9,49.0,2.5,0.0,0.3,1.4,52.1,47.9,student_raceeth_2013,2013
00350560,Boston - Boston Latin,10.3,29.2,9.7,47.5,0.0,0.1,3.1,44.9,55.1,student_raceeth_2013,2013
00350545,Boston - Boston Latin Academy,27.0,22.4,19.3,29.0,0.6,0.1,1.5,43.2,56.8,student_raceeth_2013,2013
00350413,Boston - Boston Middle School Academy,41.7,0.0,50.0,8.3,0.0,0.0,0.0,66.7,33.3,student_raceeth_2013,2013
00350012,Boston - Boston Teachers Union School,36.4,2.2,37.3,20.7,0.0,0.0,3.4,49.8,50.2,student_raceeth_2013,2013
00350505,Boston - Brighton High,44.2,3.7,44.9,4.9,0.3,0.3,1.7,55.9,44.1,student_raceeth_2013,2013
00350036,Boston - Carter Developmental Center,58.3,8.3,20.8,12.5,0.0,0.0,0.0,58.3,41.7,student_raceeth_2013,2013
00350054,Boston - Charles H Taylor,77.6,2.1,16.8,1.5,0.7,0.0,1.3,53.1,46.9,student_raceeth_2013,2013
00350052,Boston - Charles Sumner,23.4,1.5,66.2,7.4,0.4,0.0,1.1,51.2,48.8,student_raceeth_2013,2013
00350515,Boston - Charlestown High,44.0,20.8,28.0,6.2,0.3,0.0,0.7,55.0,45.0,student_raceeth_2013,2013
00350430,Boston - Clarence R Edwards Middle,16.3,13.7,60.5,8.1,0.2,0.0,1.3,55.2,44.8,student_raceeth_2013,2013
00350518,Boston - Community Academy,73.0,2.7,21.6,2.7,0.0,0.0,0.0,64.9,35.1,student_raceeth_2013,2013
00350581,Boston - Community Academy of Science and Health,78.5,1.8,15.3,2.3,0.3,0.0,2.0,50.5,49.5,student_raceeth_2013,2013
00350020,Boston - Curley K-8 School,19.8,2.8,57.8,16.9,0.2,0.0,2.4,52.1,47.9,student_raceeth_2013,2013
00350062,Boston - Curtis Guild,2.0,0.3,87.3,9.8,0.0,0.0,0.7,58.5,41.5,student_raceeth_2013,2013
00350072,Boston - David A Ellis,34.1,0.3,64.9,0.5,0.0,0.0,0.3,50.0,50.0,student_raceeth_2013,2013
00350074,Boston - Dearborn,57.4,1.7,31.4,3.3,0.8,0.4,5.0,52.9,47.1,student_raceeth_2013,2013
00350077,Boston - Dennis C Haley,26.0,2.0,33.2,31.6,0.3,0.0,6.9,52.0,48.0,student_raceeth_2013,2013
00350080,Boston - Donald Mckay,2.1,0.6,90.6,5.9,0.3,0.0,0.6,51.5,48.5,student_raceeth_2013,2013
00350651,Boston - Dorchester Academy,66.7,4.8,21.1,3.3,1.5,0.3,2.3,54.2,45.8,student_raceeth_2013,2013
00350008,Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School,51.9,3.8,42.9,0.0,0.5,0.0,1.0,55.7,44.3,student_raceeth_2013,2013
00350266,Boston - Dr. William Henderson,22.5,8.2,20.9,46.3,0.0,0.0,2.0,50.8,49.2,student_raceeth_2013,2013
00350002,Boston - Early Childhood Center at Fifield (ECC-Fifield),53.4,9.7,32.0,1.9,0.0,1.0,1.9,58.3,41.7,student_raceeth_2013,2013
00350009,Boston - East Boston Early Childhood Center,4.0,0.5,72.5,21.5,0.0,0.0,1.5,51.5,48.5,student_raceeth_2013,2013
00350530,Boston - East Boston High,16.4,2.2,63.3,17.2,0.1,0.0,0.8,54.2,45.8,student_raceeth_2013,2013
00350375,Boston - Edison K-8,23.7,13.6,43.7,15.1,1.0,0.0,2.9,55.9,44.1,student_raceeth_2013,2013
00350088,Boston - Edward Everett,42.7,20.3,27.4,7.1,0.0,0.0,2.5,52.3,47.7,student_raceeth_2013,2013
00350543,Boston - Egleston Community High School,42.7,1.0,46.9,6.3,0.0,0.0,3.1,42.2,57.8,student_raceeth_2013,2013
