Org Code,% Emergency Removal,% Expulsion,% In-School Suspension,% Out-of-School Suspension,% Permanent Expulsion,% Removed to Alternate Setting,SCHOOL,Source,Students,Students Disciplined,Year
02200075,,,,,,,Norwood - George F. Willett,student_suspensions_2014,425,0,2014
02200020,,,,,,,Norwood - John P Oldham,student_suspensions_2014,235,3,2014
02200505,,,0.0,4.1,0.0,0.0,Norwood - Norwood High,student_suspensions_2014,1075,44,2014
02210005,,,,,,,Oak Bluffs - Oak Bluffs Elementary,student_suspensions_2014,414,4,2014
08550605,,,0.0,3.1,0.0,0.0,Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,student_suspensions_2014,590,18,2014
07400505,,,0.0,2.3,0.0,0.0,Old Rochester - Old Rochester Regional High,student_suspensions_2014,745,17,2014
07400405,,,0.0,1.8,0.0,0.0,Old Rochester - Old Rochester Regional Jr High,student_suspensions_2014,502,9,2014
02230003,,,6.7,2.1,0.0,0.0,Orange - Butterfield,student_suspensions_2014,193,13,2014
02230010,,,,,,,Orange - Dexter Park,student_suspensions_2014,178,0,2014
02230015,,,1.2,0.6,0.0,0.0,Orange - Fisher Hill,student_suspensions_2014,331,6,2014
02240005,,,,,,,Orleans - Orleans Elementary,student_suspensions_2014,215,0,2014
02260010,,,,,,,Oxford - Alfred M Chaffee,student_suspensions_2014,480,2,2014
02260005,,,3.2,2.4,0.0,0.0,Oxford - Clara Barton,student_suspensions_2014,374,19,2014
02260505,,,23.0,4.1,0.0,0.0,Oxford - Oxford High,student_suspensions_2014,465,108,2014
02260405,,,10.4,5.1,0.0,0.0,Oxford - Oxford Middle,student_suspensions_2014,646,77,2014
02260305,,,8.5,52.5,0.0,0.0,Oxford - Project C.O.F.F.E.E.,student_suspensions_2014,59,34,2014
02270305,,,2.9,5.2,0.0,0.0,Palmer - Converse Middle,student_suspensions_2014,383,28,2014
02270008,,,0.0,0.9,0.0,0.0,Palmer - Old Mill Pond,student_suspensions_2014,642,6,2014
02270505,,,8.5,6.2,0.0,0.2,Palmer - Palmer High,student_suspensions_2014,529,58,2014
08600605,,,4.5,7.2,0.0,0.0,Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,student_suspensions_2014,623,65,2014
35010505,,,0.0,6.4,0.0,0.0,Paulo Freire Social Justice Charter School (District) - Paulo Freire Social Justice Charter School,student_suspensions_2014,156,10,2014
02290005,,,,,,,Peabody - Captain Samuel Brown,student_suspensions_2014,395,3,2014
02290015,,,,,,,Peabody - Center,student_suspensions_2014,411,1,2014
02290305,,,4.4,1.8,0.0,0.0,Peabody - J Henry Higgins Middle,student_suspensions_2014,1303,70,2014
02290007,,,,,,,Peabody - John E Burke,student_suspensions_2014,302,3,2014
02290016,,,,,,,Peabody - John E. McCarthy,student_suspensions_2014,345,0,2014
02290510,,,2.5,3.5,0.0,0.0,Peabody - Peabody Veterans Memorial High,student_suspensions_2014,1875,98,2014
02290035,,,,,,,Peabody - South Memorial,student_suspensions_2014,468,1,2014
02290010,,,,,,,Peabody - Thomas Carroll,student_suspensions_2014,610,4,2014
02290045,,,,,,,Peabody - West Memorial,student_suspensions_2014,298,5,2014
02290027,,,0.6,1.4,0.0,0.0,Peabody - William A Welch Sr,student_suspensions_2014,357,6,2014
02300005,,,,,,,Pelham - Pelham Elementary,student_suspensions_2014,132,1,2014
02310003,,,,,,,Pembroke - Bryantville Elementary,student_suspensions_2014,620,2,2014
02310010,,,,,,,Pembroke - Hobomock Elementary,student_suspensions_2014,459,4,2014
02310015,,,,,,,Pembroke - North Pembroke Elementary,student_suspensions_2014,673,2,2014
02310305,,,,,,,Pembroke - Pembroke Community Middle School,student_suspensions_2014,598,4,2014
02310505,,,1.8,2.6,0.0,0.0,Pembroke - Pembroke High School,student_suspensions_2014,998,36,2014
07450020,,,,,,,Pentucket - Dr Frederick N Sweetsir,student_suspensions_2014,223,0,2014
07450015,,,,,,,Pentucket - Dr John C Page School,student_suspensions_2014,445,0,2014
07450005,,,,,,,Pentucket - Elmer S Bagnall,student_suspensions_2014,584,5,2014
07450010,,,2.4,0.0,0.0,0.0,Pentucket - Helen R Donaghue School,student_suspensions_2014,338,8,2014
07450405,,,,,,,Pentucket - Pentucket Regional Middle,student_suspensions_2014,507,4,2014
07450505,,,,,,,Pentucket - Pentucket Regional Sr High,student_suspensions_2014,799,5,2014
02340005,,,,,,,Petersham - Petersham Center,student_suspensions_2014,112,0,2014
04930505,,,0.0,17.5,0.0,0.0,Phoenix Charter Academy (District) - Phoenix Charter Academy,student_suspensions_2014,303,53,2014
04940205,,,1.4,4.6,0.0,0.0,Pioneer Charter School of Science (District) - Pioneer Charter School of Science,student_suspensions_2014,366,21,2014
35060505,,,1.4,6.7,0.0,0.0,Pioneer Charter School of Science II (PCSS-II) (District) - Pioneer Charter School of Science II (PCSS-II),student_suspensions_2014,209,16,2014
07500006,,,,,,,Pioneer Valley - Bernardston Elementary,student_suspensions_2014,183,0,2014
07500008,,,,,,,Pioneer Valley - Northfield Elementary,student_suspensions_2014,224,0,2014
07500007,,,,,,,Pioneer Valley - Pearl E Rhodes Elementary,student_suspensions_2014,45,0,2014
07500505,,,2.9,2.9,0.0,0.0,Pioneer Valley - Pioneer Valley Regional,student_suspensions_2014,516,26,2014
07500009,,,,,,,Pioneer Valley - Warwick Community School,student_suspensions_2014,59,0,2014
04970205,,,,,,,Pioneer Valley Chinese Immersion Charter(District) - Pioneer Valley Chinese Immersion Charter School,student_suspensions_2014,324,1,2014
04790505,,,0.0,3.8,0.0,0.0,Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,student_suspensions_2014,424,16,2014
02360010,,,2.4,3.3,0.0,0.0,Pittsfield - Allendale,student_suspensions_2014,333,16,2014
02360065,,,1.1,2.6,0.0,0.0,Pittsfield - Crosby,student_suspensions_2014,469,16,2014
02360035,,,2.6,1.9,0.0,0.0,Pittsfield - Egremont,student_suspensions_2014,533,20,2014
02360305,,,15.0,2.9,0.0,0.0,Pittsfield - John T Reid Middle,student_suspensions_2014,581,90,2014
02360055,,,7.6,7.4,0.0,0.0,Pittsfield - Morningside Community School,student_suspensions_2014,565,73,2014
02360505,,,6.3,9.5,0.0,0.0,Pittsfield - Pittsfield High,student_suspensions_2014,1003,124,2014
02360045,,,0.4,4.1,0.0,0.0,Pittsfield - Robert T. Capeless Elementary School,student_suspensions_2014,267,11,2014
02360105,,,4.3,7.4,0.0,0.0,Pittsfield - Silvio O Conte Community,student_suspensions_2014,392,37,2014
02360090,,,,,,,Pittsfield - Stearns,student_suspensions_2014,240,5,2014
02360510,,,18.8,7.4,0.0,0.0,Pittsfield - Taconic High,student_suspensions_2014,897,176,2014
02360310,,,18.8,2.6,0.0,0.0,Pittsfield - Theodore Herberg Middle,student_suspensions_2014,648,123,2014
02360100,,,0.9,1.4,0.0,0.0,Pittsfield - Williams,student_suspensions_2014,349,6,2014
02380010,,,,,,,Plainville - Anna Ware Jackson,student_suspensions_2014,487,4,2014
02380005,,,,,,,Plainville - Beatrice H Wood Elementary,student_suspensions_2014,319,1,2014
02390005,,,,,,,Plymouth - Cold Spring,student_suspensions_2014,261,1,2014
02390011,,,0.5,1.4,0.0,0.0,Plymouth - Federal Furnace School,student_suspensions_2014,435,7,2014
02390010,,,,,,,Plymouth - Hedge,student_suspensions_2014,244,1,2014
02390012,,,,,,,Plymouth - Indian Brook,student_suspensions_2014,683,1,2014
02390015,,,,,,,Plymouth - Manomet Elementary,student_suspensions_2014,346,5,2014
02390003,,,,,,,Plymouth - Mount Pleasant,student_suspensions_2014,140,0,2014
02390030,,,1.3,0.2,0.0,0.0,Plymouth - Nathaniel Morton Elementary,student_suspensions_2014,595,9,2014
02390405,,,3.2,3.4,0.0,0.0,Plymouth - Plymouth Commun Intermediate,student_suspensions_2014,1062,61,2014
02390505,,,0.0,11.2,0.0,0.0,Plymouth - Plymouth North High,student_suspensions_2014,1268,142,2014
02390515,,,0.1,11.3,0.0,0.0,Plymouth - Plymouth South High,student_suspensions_2014,1189,134,2014
02390305,,,0.8,3.0,0.0,0.0,Plymouth - Plymouth South Middle,student_suspensions_2014,836,32,2014
02390046,,,0.8,0.3,0.0,0.0,Plymouth - South Elementary,student_suspensions_2014,653,6,2014
02390047,,,,,,,Plymouth - West Elementary,student_suspensions_2014,408,0,2014
02400010,,,,,,,Plympton - Dennett Elementary,student_suspensions_2014,242,0,2014
04870550,,,2.0,3.7,0.0,0.0,Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,student_suspensions_2014,1165,53,2014
02420020,,,3.2,3.2,0.0,0.0,Provincetown - Provincetown Schools,student_suspensions_2014,125,6,2014
07530005,,,,,,,Quabbin - Hardwick Elementary,student_suspensions_2014,242,0,2014
07530010,,,,,,,Quabbin - Hubbardston Center,student_suspensions_2014,327,0,2014
07530515,,,,,,,Quabbin - IB School of Quabbin,student_suspensions_2014,61,0,2014
07530020,,,,,,,Quabbin - New Braintree Grade,student_suspensions_2014,143,0,2014
07530025,,,,,,,Quabbin - Oakham Center,student_suspensions_2014,197,0,2014
07530505,,,0.0,10.5,0.5,0.0,Quabbin - Quabbin Regional High School,student_suspensions_2014,779,84,2014
07530405,,,3.2,0.5,0.0,0.0,Quabbin - Quabbin Regional Middle School,student_suspensions_2014,443,15,2014
07530030,,,,,,,Quabbin - Ruggles Lane,student_suspensions_2014,411,0,2014
07780505,,,0.0,13.0,0.0,0.0,Quaboag Regional - Quaboag Regional High,student_suspensions_2014,408,53,2014
07780305,,,,,,,Quaboag Regional - Quaboag Regional Middle Innovation School,student_suspensions_2014,256,0,2014
07780005,,,,,,,Quaboag Regional - Warren Elementary,student_suspensions_2014,507,0,2014
07780010,,,,,,,Quaboag Regional - West Brookfield Elementary,student_suspensions_2014,323,0,2014
02430005,,,,,,,Quincy - Amelio Della Chiesa Early Childhood Center,student_suspensions_2014,188,0,2014
02430040,,,,,,,Quincy - Atherton Hough,student_suspensions_2014,303,0,2014
02430305,,,0.2,2.0,0.0,0.0,Quincy - Atlantic Middle,student_suspensions_2014,503,10,2014
02430020,,,,,,,Quincy - Beechwood Knoll Elementary,student_suspensions_2014,393,0,2014
02430310,,,,,,,Quincy - Broad Meadows Middle,student_suspensions_2014,340,4,2014
02430315,,,1.7,1.6,0.0,0.0,Quincy - Central Middle,student_suspensions_2014,635,19,2014
02430025,,,,,,,Quincy - Charles A Bernazzani Elementary,student_suspensions_2014,362,0,2014
02430055,,,,,,,Quincy - Clifford H Marshall Elementary,student_suspensions_2014,627,0,2014
02430075,,,,,,,Quincy - Francis W Parker,student_suspensions_2014,337,0,2014
02430035,,,,,,,Quincy - Lincoln-Hancock Community School,student_suspensions_2014,534,0,2014
02430060,,,,,,,Quincy - Merrymount,student_suspensions_2014,396,0,2014
02430065,,,,,,,Quincy - Montclair,student_suspensions_2014,428,0,2014
02430510,,,7.5,4.3,0.0,0.0,Quincy - North Quincy High,student_suspensions_2014,1212,118,2014
02430325,,,0.0,3.8,0.0,0.0,Quincy - Point Webster Middle,student_suspensions_2014,392,15,2014
02430505,,,1.1,8.4,0.0,0.0,Quincy - Quincy High,student_suspensions_2014,1587,138,2014
02430320,,,0.0,4.0,0.0,0.0,Quincy - Reay E Sterling Middle,student_suspensions_2014,349,14,2014
02430090,,,0.2,1.1,0.0,0.0,Quincy - Snug Harbor Community School,student_suspensions_2014,471,6,2014
02430095,,,,,,,Quincy - Squantum,student_suspensions_2014,380,0,2014
02430110,,,,,,,Quincy - Wollaston School,student_suspensions_2014,364,0,2014
07550515,,,,,,,Ralph C Mahar - Pathways Early College Innovation School,student_suspensions_2014,34,0,2014
07550505,,,16.2,8.4,0.0,0.0,Ralph C Mahar - Ralph C Mahar Regional,student_suspensions_2014,749,146,2014
07550525,,,,,,,Ralph C Mahar - The Gateway to College,student_suspensions_2014,82,0,2014
02440020,,,,,,,Randolph - Elizabeth G Lyons Elementary,student_suspensions_2014,331,3,2014
02440018,,,0.8,1.2,0.0,0.0,Randolph - J F Kennedy Elementary,student_suspensions_2014,490,9,2014
02440015,,,,,,,Randolph - Margaret L Donovan,student_suspensions_2014,451,5,2014
02440040,,,1.1,1.1,0.0,0.0,Randolph - Martin E Young Elementary,student_suspensions_2014,370,7,2014
02440410,,,0.3,1.6,0.0,0.0,Randolph - Randolph Community Middle,student_suspensions_2014,744,13,2014
02440505,,,10.8,9.4,0.5,0.0,Randolph - Randolph High,student_suspensions_2014,809,130,2014
02460002,,,,,,,Reading - Alice M Barrows,student_suspensions_2014,374,2,2014
02460305,,,2.0,0.4,0.0,0.0,Reading - Arthur W Coolidge Middle,student_suspensions_2014,452,9,2014
02460005,,,,,,,Reading - Birch Meadow,student_suspensions_2014,390,0,2014
02460017,,,,,,,Reading - J Warren Killam,student_suspensions_2014,467,0,2014
02460010,,,,,,,Reading - Joshua Eaton,student_suspensions_2014,465,3,2014
02460001,,,,,,,Reading - RISE PreSchool,student_suspensions_2014,119,0,2014
02460505,,,3.9,2.8,0.0,0.0,Reading - Reading Memorial High,student_suspensions_2014,1317,72,2014
02460310,,,0.9,0.7,0.0,0.0,Reading - Walter S Parker Middle,student_suspensions_2014,568,8,2014
02460020,,,,,,,Reading - Wood End Elementary School,student_suspensions_2014,345,1,2014
02480003,,,,,,,Revere - A. C. Whelan Elementary School,student_suspensions_2014,775,2,2014
02480025,,,0.1,0.8,0.0,0.0,Revere - Abraham Lincoln,student_suspensions_2014,722,7,2014
02480013,,,,,,,Revere - Beachmont Veterans Memorial School,student_suspensions_2014,429,0,2014
02480056,,,,,,,Revere - Garfield Elementary School,student_suspensions_2014,829,5,2014
02480057,,,0.2,7.1,0.0,0.0,Revere - Garfield Middle School,student_suspensions_2014,519,37,2014
02480050,,,,,,,Revere - Paul Revere,student_suspensions_2014,507,0,2014
02480505,,,0.0,3.1,0.0,0.0,Revere - Revere High,student_suspensions_2014,1651,51,2014
02480014,,,0.5,6.1,0.0,0.0,Revere - Rumney Marsh Academy,student_suspensions_2014,561,36,2014
02480520,,,0.5,40.9,0.0,0.0,Revere - Seacoast School,student_suspensions_2014,186,76,2014
02480305,,,0.0,3.3,0.0,0.0,Revere - Susan B. Anthony Middle School,student_suspensions_2014,543,18,2014
02480035,,,0.0,2.5,0.0,0.0,Revere - William McKinley,student_suspensions_2014,561,14,2014
02490005,,,,,,,Richmond - Richmond Consolidated,student_suspensions_2014,158,3,2014
04830305,,,0.0,1.1,0.0,0.0,Rising Tide Charter Public (District) - Rising Tide Charter Public School,student_suspensions_2014,531,6,2014
04820050,,,,,,,River Valley Charter (District) - River Valley Charter School,student_suspensions_2014,292,3,2014
02500005,,,,,,,Rochester - Rochester Memorial,student_suspensions_2014,505,0,2014
02510060,,,,,,,Rockland - Jefferson Elementary School,student_suspensions_2014,360,0,2014
02510305,,,0.1,3.0,0.0,0.0,Rockland - John W Rogers Middle,student_suspensions_2014,776,24,2014
02510020,,,,,,,Rockland - Memorial Park,student_suspensions_2014,223,0,2014
02510025,,,,,,,Rockland - R Stewart Esten,student_suspensions_2014,341,0,2014
02510505,,,0.0,2.9,0.0,0.0,Rockland - Rockland Senior High,student_suspensions_2014,699,20,2014
02520005,,,,,,,Rockport - Rockport Elementary,student_suspensions_2014,411,2,2014
02520510,,,,,,,Rockport - Rockport High,student_suspensions_2014,318,3,2014
02520305,,,2.3,1.9,0.0,0.0,Rockport - Rockport Middle,student_suspensions_2014,259,10,2014
02530005,,,,,,,Rowe - Rowe Elementary,student_suspensions_2014,58,0,2014
04840505,,,0.1,44.6,0.0,0.0,Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,student_suspensions_2014,736,328,2014
04410505,,,8.7,9.3,0.0,0.0,Sabis International Charter (District) - Sabis International Charter School,student_suspensions_2014,1590,230,2014
02580003,,,0.3,5.6,0.0,0.0,Salem - Bates,student_suspensions_2014,323,18,2014
02580005,,,1.0,1.3,0.0,0.0,Salem - Bentley,student_suspensions_2014,314,6,2014
02580015,,,0.4,2.6,0.0,0.0,Salem - Carlton,student_suspensions_2014,233,6,2014
02580305,,,5.1,3.1,0.0,0.0,Salem - Collins Middle,student_suspensions_2014,653,48,2014
02580030,,,0.3,1.9,0.0,0.0,Salem - Horace Mann Laboratory,student_suspensions_2014,317,7,2014
02580025,,,2.2,2.7,0.0,0.0,Salem - Nathaniel Bowditch,student_suspensions_2014,600,26,2014
02580001,,,,,,,Salem - Salem Early Childhood,student_suspensions_2014,118,0,2014
02580505,,,5.4,8.9,0.0,0.0,Salem - Salem High,student_suspensions_2014,1142,139,2014
02580515,,,12.1,36.4,0.0,0.0,Salem - Salem Prep High School,student_suspensions_2014,33,12,2014
02580050,,,0.3,2.9,0.0,0.0,Salem - Saltonstall School,student_suspensions_2014,376,11,2014
02580070,,,,,,,Salem - Witchcraft Heights,student_suspensions_2014,510,4,2014
04850485,,,7.0,6.3,0.0,0.0,Salem Academy Charter (District) - Salem Academy Charter School,student_suspensions_2014,383,43,2014
04670505,,,,,,,Salem Community Charter School (District) - Salem Community Charter School,student_suspensions_2014,75,2,2014
02610010,,,,,,,Sandwich - Forestdale,student_suspensions_2014,718,2,2014
02610005,,,0.0,0.8,0.0,0.0,Sandwich - Henry T Wing,student_suspensions_2014,845,7,2014
02610025,,,,,,,Sandwich - Oak Ridge,student_suspensions_2014,747,2,2014
02610505,,,1.7,2.9,0.0,0.0,Sandwich - Sandwich High,student_suspensions_2014,823,35,2014
02620001,,,,,,,Saugus - Ballard School,student_suspensions_2014,114,0,2014
02620305,,,6.9,7.2,0.0,0.0,Saugus - Belmonte Saugus Middle,student_suspensions_2014,680,72,2014
02620067,,,,,,,Saugus - Douglas Waybright,student_suspensions_2014,242,0,2014
02620040,,,,,,,Saugus - Lynnhurst,student_suspensions_2014,264,0,2014
02620050,,,,,,,Saugus - Oaklandvale,student_suspensions_2014,247,3,2014
02620505,,,18.5,9.2,0.0,0.0,Saugus - Saugus High,student_suspensions_2014,771,157,2014
02620065,,,,,,,Saugus - Veterans Memorial,student_suspensions_2014,606,0,2014
02630010,,,,,,,Savoy - Emma L Miller Elementary School,student_suspensions_2014,51,0,2014
02640007,,,,,,,Scituate - Cushing Elementary,student_suspensions_2014,423,2,2014
02640305,,,,,,,Scituate - Gates Intermediate School,student_suspensions_2014,510,5,2014
02640010,,,,,,,Scituate - Hatherly Elementary,student_suspensions_2014,318,0,2014
02640015,,,,,,,Scituate - Jenkins Elementary School,student_suspensions_2014,573,0,2014
02640505,,,0.0,2.8,0.0,0.0,Scituate - Scituate High School,student_suspensions_2014,955,27,2014
02640020,,,,,,,Scituate - Wampatuck Elementary,student_suspensions_2014,376,0,2014
02650405,,,8.4,2.4,0.0,0.0,Seekonk - Dr. Kevin M. Hurley Middle School,student_suspensions_2014,535,51,2014
02650007,,,,,,,Seekonk - George R Martin,student_suspensions_2014,452,0,2014
02650015,,,,,,,Seekonk - Mildred Aitken School,student_suspensions_2014,466,0,2014
02650505,,,6.6,3.5,0.0,0.0,Seekonk - Seekonk High,student_suspensions_2014,637,45,2014
04860105,,,0.7,7.7,0.0,0.0,Seven Hills Charter Public (District) - Seven Hills Charter School,student_suspensions_2014,699,56,2014
02660005,,,,,,,Sharon - Cottage Street,student_suspensions_2014,531,2,2014
02660010,,,,,,,Sharon - East Elementary,student_suspensions_2014,457,3,2014
02660015,,,,,,,Sharon - Heights Elementary,student_suspensions_2014,526,3,2014
02660505,,,1.5,2.0,0.0,0.0,Sharon - Sharon High,student_suspensions_2014,1166,35,2014
02660305,,,1.7,2.0,0.0,0.0,Sharon - Sharon Middle,student_suspensions_2014,863,31,2014
08710605,,,0.0,5.9,0.0,0.0,Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School,student_suspensions_2014,1383,82,2014
02690010,,,,,,,Sherborn - Pine Hill,student_suspensions_2014,401,1,2014
02710005,,,,,,,Shrewsbury - Beal School,student_suspensions_2014,315,0,2014
02710015,,,,,,,Shrewsbury - Calvin Coolidge,student_suspensions_2014,409,4,2014
02710020,,,,,,,Shrewsbury - Floral Street School,student_suspensions_2014,834,2,2014
02710030,,,0.7,2.8,0.0,0.1,Shrewsbury - Oak Middle School,student_suspensions_2014,989,30,2014
02710040,,,,,,,Shrewsbury - Parker Road Preschool,student_suspensions_2014,296,0,2014
02710305,,,2.3,1.5,0.0,0.0,Shrewsbury - Sherwood Middle School,student_suspensions_2014,1012,30,2014
02710505,,,0.0,3.0,0.1,0.0,Shrewsbury - Shrewsbury Sr High,student_suspensions_2014,1687,52,2014
02710035,,,,,,,Shrewsbury - Spring Street,student_suspensions_2014,385,2,2014
02710025,,,,,,,Shrewsbury - Walter J Paton,student_suspensions_2014,351,2,2014
02720005,,,,,,,Shutesbury - Shutesbury Elementary,student_suspensions_2014,161,2,2014
04770010,,,,,,,Silver Hill Horace Mann Charter (District) - Silver Hill Horace Mann Charter School,student_suspensions_2014,606,3,2014
07600505,,,0.0,5.3,0.0,0.0,Silver Lake - Silver Lake Regional High,student_suspensions_2014,1312,70,2014
07600405,,,0.0,3.6,0.0,0.0,Silver Lake - Silver Lake Regional Middle School,student_suspensions_2014,631,23,2014
04190305,,,0.0,11.9,0.0,0.0,Smith Leadership Academy Charter Public (District) - Smith Leadership Academy Charter Public School,student_suspensions_2014,244,29,2014
02730005,,,,,,,Somerset - Chace Street,student_suspensions_2014,388,0,2014
02730008,,,,,,,Somerset - North Elementary,student_suspensions_2014,508,0,2014
02730305,,,0.8,2.2,0.0,0.0,Somerset - Somerset Middle School,student_suspensions_2014,633,17,2014
02730015,,,,,,,Somerset - South,student_suspensions_2014,246,0,2014
02730025,,,,,,,Somerset - Wilbur,student_suspensions_2014,166,0,2014
07630505,,,0.0,2.2,0.0,0.0,Somerset Berkley Regional School District - Somerset Berkley Regional High School,student_suspensions_2014,979,22,2014
02740087,,,0.0,1.6,0.0,0.0,Somerville - Albert F. Argenziano School at Lincoln Park,student_suspensions_2014,631,10,2014
02740075,,,3.5,1.6,0.0,0.0,Somerville - Arthur D Healey,student_suspensions_2014,514,22,2014
02740015,,,,,,,Somerville - Benjamin G Brown,student_suspensions_2014,288,0,2014
02740005,,,,,,,Somerville - Capuano Early Childhood Center,student_suspensions_2014,402,0,2014
02740111,,,0.0,1.3,0.0,0.0,Somerville - E Somerville Community,student_suspensions_2014,670,9,2014
02740510,,,0.0,46.3,0.0,0.0,Somerville - Full Circle High School,student_suspensions_2014,80,37,2014
02740083,,,1.7,6.7,0.0,0.0,Somerville - John F Kennedy,student_suspensions_2014,478,37,2014
02740410,,,0.0,54.8,0.0,0.0,Somerville - Next Wave Junior High,student_suspensions_2014,31,17,2014
02740505,,,7.7,5.0,0.1,0.0,Somerville - Somerville High,student_suspensions_2014,1358,143,2014
02740115,,,0.5,2.1,0.0,0.0,Somerville - West Somerville Neighborhood,student_suspensions_2014,375,9,2014
02740120,,,1.9,4.2,0.0,0.0,Somerville - Winter Hill Community,student_suspensions_2014,430,23,2014
02780305,,,1.3,1.0,0.0,0.0,South Hadley - Michael E. Smith Middle School,student_suspensions_2014,610,10,2014
02780020,,,0.7,1.9,0.0,0.0,South Hadley - Mosier,student_suspensions_2014,418,11,2014
02780015,,,,,,,South Hadley - Plains Elementary,student_suspensions_2014,365,2,2014
02780505,,,6.5,3.9,0.0,0.0,South Hadley - South Hadley High,student_suspensions_2014,614,48,2014
08290605,,,10.0,10.7,0.0,0.0,South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,student_suspensions_2014,723,121,2014
04880550,,,0.2,2.6,0.0,0.0,South Shore Charter Public (District) - South Shore Charter Public School,student_suspensions_2014,569,15,2014
08730605,,,2.0,2.0,0.0,0.0,South Shore Regional Vocational Technical - So Shore Vocational Technical High,student_suspensions_2014,605,23,2014
02750005,,,,,,,Southampton - William E Norris,student_suspensions_2014,568,4,2014
02760050,,,,,,,Southborough - Albert S. Woodward Memorial School,student_suspensions_2014,287,0,2014
02760020,,,,,,,Southborough - Margaret A Neary,student_suspensions_2014,323,2,2014
02760008,,,,,,,Southborough - Mary E Finn School,student_suspensions_2014,277,0,2014
02760305,,,,,,,Southborough - P Brent Trottier,student_suspensions_2014,530,4,2014
02770005,,,1.5,1.5,0.0,0.0,Southbridge - Charlton Street,student_suspensions_2014,521,14,2014
02770010,,,,,,,Southbridge - Eastford Road,student_suspensions_2014,352,0,2014
02770415,,,13.6,19.6,0.0,0.0,Southbridge - Southbridge Middle/High School,student_suspensions_2014,1137,278,2014
02770020,,,3.0,2.8,0.0,0.0,Southbridge - West Street,student_suspensions_2014,463,21,2014
08720605,,,0.0,9.4,0.2,0.0,Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,student_suspensions_2014,1296,123,2014
07650015,,,,,,,Southern Berkshire - Monterey,student_suspensions_2014,7,0,2014
07650505,,,,,,,Southern Berkshire - Mt Everett Regional,student_suspensions_2014,344,3,2014
07650018,,,,,,,Southern Berkshire - New Marlborough Central,student_suspensions_2014,85,0,2014
07650030,,,,,,,Southern Berkshire - South Egremont,student_suspensions_2014,10,0,2014
07650035,,,,,,,Southern Berkshire - Undermountain,student_suspensions_2014,334,2,2014
08760605,,,0.0,7.3,0.0,0.0,Southern Worcester County Regional Vocational Technical - Bay Path Regional Vocational Technical High School,student_suspensions_2014,1116,81,2014
07660205,,,,,,,Southwick-Tolland-Granville Regional School District - Granville Village School,student_suspensions_2014,141,4,2014
07660305,,,4.8,4.0,0.0,0.0,Southwick-Tolland-Granville Regional School District - Powder Mill,student_suspensions_2014,503,40,2014
07660505,,,7.0,6.3,0.0,0.0,Southwick-Tolland-Granville Regional School District - Southwick-Tolland Regional High,student_suspensions_2014,554,61,2014
07660010,,,,,,,Southwick-Tolland-Granville Regional School District - Woodland Elementary,student_suspensions_2014,567,2,2014
07670505,,,0.0,8.7,0.0,0.0,Spencer-E Brookfield - David Prouty High,student_suspensions_2014,493,43,2014
07670008,,,,,,,Spencer-E Brookfield - East Brookfield Elementary,student_suspensions_2014,212,0,2014
07670415,,,5.5,7.7,0.0,0.0,Spencer-E Brookfield - Knox Trail Junior High,student_suspensions_2014,401,42,2014
07670010,,,,,,,Spencer-E Brookfield - Lake Street,student_suspensions_2014,368,0,2014
07670040,,,0.2,3.0,0.0,0.0,Spencer-E Brookfield - Wire Village School,student_suspensions_2014,467,15,2014
04760505,,,,,,,Spirit of Knowledge Charter School (District) - Spirit of Knowledge Charter School,student_suspensions_2014,173,0,2014
02810095,,,,,,,Springfield - Alfred G Zanetti,student_suspensions_2014,416,3,2014
02810175,,,0.8,3.2,0.0,0.0,Springfield - Alice B Beal Elementary,student_suspensions_2014,248,9,2014
02810165,,,1.3,4.2,0.0,0.0,Springfield - Arthur T Talmadge,student_suspensions_2014,310,13,2014
02810360,,,2.1,43.6,0.0,0.0,Springfield - Balliet Middle School,student_suspensions_2014,94,43,2014
02810010,,,2.5,2.5,0.0,0.0,Springfield - Boland School,student_suspensions_2014,920,35,2014
02810025,,,1.5,6.1,0.0,0.0,Springfield - Brightwood,student_suspensions_2014,413,30,2014
02810310,,,7.8,22.0,0.0,0.0,Springfield - Chestnut Street Middle,student_suspensions_2014,971,243,2014
02810035,,,0.0,1.2,0.0,0.0,Springfield - Daniel B Brunton,student_suspensions_2014,608,7,2014
02810125,,,0.3,1.9,0.0,0.0,Springfield - Dryden Memorial,student_suspensions_2014,371,8,2014
02810565,,,11.1,24.4,0.0,0.0,Springfield - Early College High School,student_suspensions_2014,45,14,2014
02810030,,,3.9,1.6,0.0,0.0,Springfield - Elias Brookings,student_suspensions_2014,385,20,2014
02810325,,,8.3,12.0,0.0,0.0,Springfield - Forest Park Middle,student_suspensions_2014,840,137,2014
02810075,,,,,,,Springfield - Frank H Freedman,student_suspensions_2014,314,3,2014
